Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
219.630000,1.99526231e-04,3.301368e+05,3.341606e+05,6.642973e+05,3.796216e+02,3
220.480000,2.51188643e-04,2.078176e+05,3.935274e+05,6.013451e+05,3.728626e+02,2
229.570000,1.00000000e-04,2.546003e+05,1.836930e+05,4.382933e+05,3.664663e+02,3
230.440000,1.00000000e-04,2.883587e+05,2.020509e+05,4.904095e+05,3.930211e+02,3
239.570000,1.00000000e-04,5.417402e+05,2.925037e+05,8.342440e+05,4.576279e+02,3
240.420000,2.51188643e-04,3.619303e+05,2.014992e+05,5.634295e+05,3.650949e+02,3
249.500000,3.16227766e-04,3.765012e+05,1.960161e+05,5.725172e+05,4.144619e+02,3
250.470000,1.25892541e-04,1.755980e+05,2.203846e+05,3.959826e+05,3.589417e+02,4
259.560000,1.00000000e-04,9.069611e+05,3.292612e+05,1.236222e+06,5.882931e+02,3
269.570000,1.00000000e-04,1.463948e+06,4.672073e+05,1.931155e+06,8.681435e+02,3
