Paper vs minimum-residual DRT comparison
Dataset: S2332Sap.xlsx
Generated: 13-Jul-2026 00:53:28
Total temperatures: 220

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 1.6091
Mean peaks (paper method)   : 1.1318
Mean peak delta abs |paper-res| : 0.4864
Median peak delta abs |paper-res|: 0.0000
Temps paper has more peaks      : 1
Temps equal peaks               : 144
Temps paper has fewer peaks     : 75

Mean residual-change sensitivity % (residual-selected lambda): 4.45125106E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 2.02547336E+000
Mean sensitivity delta abs % |paper-res|                    : 2.78925444E+000
Median sensitivity delta abs % |paper-res|                  : 1.91920203E+000
Temps paper lower sensitivity                             : 165
Temps equal sensitivity                                   : 18
Temps paper higher sensitivity                            : 37

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
5.210000,1.00000000E-004,1.00000000E-003,1,1,0,7.76942779E+000,6.83076624E+000,9.38661550E-001
5.210000,1.00000000E-004,1.00000000E-003,1,1,0,6.94340951E+000,6.53509196E-001,6.28990031E+000
5.360000,1.00000000E-004,1.00000000E-003,1,1,0,6.49880899E+000,5.14790688E+000,1.35090211E+000
5.360000,1.00000000E-004,1.00000000E-003,1,1,0,2.85197541E+000,1.68608799E+000,1.16588742E+000
5.440000,1.00000000E-004,1.00000000E-002,1,1,0,3.98497630E+000,2.32827668E+000,1.65669962E+000
5.440000,1.00000000E-004,1.00000000E+000,1,1,0,1.21526266E+000,8.67741894E-001,3.47520766E-001
5.490000,1.00000000E-004,1.00000000E-004,1,1,0,1.76120092E-001,1.76120092E-001,0.00000000E+000
5.490000,1.00000000E-004,1.00000000E-004,1,1,0,8.72949723E+000,8.72949723E+000,0.00000000E+000
5.500000,1.00000000E-004,1.00000000E-001,1,1,0,1.04247263E+001,2.28022816E+000,8.14449814E+000
5.500000,1.00000000E-004,1.00000000E-002,1,1,0,4.45165862E+000,4.45408834E+000,2.42972000E-003
7.890000,1.00000000E-004,1.00000000E-003,2,1,1,5.77242926E+000,2.79859980E+000,2.97382946E+000
7.890000,1.00000000E-004,1.00000000E-001,2,1,1,5.12481018E+000,9.41929165E-001,4.18288102E+000
8.470000,1.00000000E-004,1.00000000E-003,1,1,0,8.18426391E+000,3.76285562E+000,4.42140829E+000
8.470000,1.00000000E-004,1.00000000E-003,1,1,0,3.55668772E+000,1.32303724E+000,2.23365048E+000
9.510000,1.00000000E-004,1.00000000E-004,1,1,0,1.36561934E+000,1.36561934E+000,0.00000000E+000
9.510000,1.00000000E-004,1.00000000E-003,1,1,0,7.94885070E+000,1.01656493E+000,6.93228577E+000
9.990000,1.00000000E-004,1.00000000E-001,1,1,0,1.13076373E+000,7.85280826E-001,3.45482904E-001
9.990000,1.00000000E-004,1.00000000E-002,1,1,0,6.46022220E+000,4.39591766E+000,2.06430454E+000
10.470000,1.00000000E-004,1.00000000E-002,1,1,0,7.95513448E+000,2.57710614E+000,5.37802834E+000
10.470000,1.00000000E-004,1.00000000E-004,1,1,0,3.52898243E+000,3.52898243E+000,0.00000000E+000
14.800000,1.00000000E-004,1.00000000E-003,2,1,1,4.70206950E+000,3.53803895E+000,1.16403055E+000
14.800000,1.00000000E-004,1.00000000E-003,2,1,1,3.28429793E+000,1.36509590E+000,1.91920203E+000
15.480000,1.00000000E-004,1.00000000E-003,1,1,0,6.19438862E+000,7.57866781E-001,5.43652184E+000
15.480000,1.00000000E-004,1.00000000E-004,1,1,0,2.40829153E+000,2.40829153E+000,0.00000000E+000
20.410000,1.00000000E-004,1.00000000E+000,2,1,1,1.74684337E-001,1.29145831E+000,1.11677397E+000
20.410000,1.00000000E-004,1.00000000E-003,2,1,1,6.92864672E+000,2.16662648E+000,4.76202024E+000
30.460000,1.00000000E-004,1.00000000E-002,3,1,2,1.19493213E+000,1.06610233E+000,1.28829800E-001
30.460000,1.00000000E-004,1.00000000E-002,3,1,2,2.74750007E+000,3.21933758E+000,4.71837510E-001
39.610000,1.00000000E-004,1.00000000E-003,1,1,0,8.30501833E+000,1.72105091E-001,8.13291324E+000
39.610000,1.00000000E-004,1.00000000E-002,1,1,0,3.37826152E+000,3.52686633E-001,3.02557489E+000
40.440000,1.00000000E-004,1.00000000E-001,1,1,0,1.74118874E-002,6.96852233E-001,6.79440346E-001
40.440000,1.00000000E-004,1.00000000E-002,1,1,0,2.43992991E+001,1.42755907E-001,2.42565432E+001
49.800000,1.00000000E-004,1.00000000E-003,1,1,0,3.98381867E+000,1.69666841E+000,2.28715026E+000
49.800000,1.00000000E-004,1.00000000E-003,1,1,0,2.78850356E+000,2.31553612E+000,4.72967440E-001
50.450000,1.00000000E-004,1.00000000E-003,1,1,0,7.09365562E-001,1.52256223E+000,8.13196668E-001
50.450000,1.00000000E-004,1.00000000E-003,1,1,0,1.77448053E+000,4.11561059E+000,2.34113006E+000
59.750000,1.00000000E-004,1.00000000E-002,2,1,1,3.06964512E+000,3.07764807E-003,3.06656747E+000
59.750000,1.00000000E-004,1.00000000E-002,2,1,1,1.56524405E+000,1.09193999E+000,4.73304060E-001
60.480000,1.00000000E-004,1.00000000E-001,2,1,1,3.46907951E+000,1.31303848E+000,2.15604103E+000
60.480000,1.00000000E-004,1.00000000E-001,2,1,1,2.56899734E+000,2.02168918E+000,5.47308160E-001
69.760000,1.00000000E-004,1.00000000E-003,1,1,0,1.35642265E+000,1.52379106E+000,1.67368410E-001
69.760000,1.00000000E-004,1.00000000E-003,1,1,0,6.38095841E-001,1.37632191E+000,7.38226069E-001
70.450000,1.00000000E-004,1.00000000E-003,1,1,0,5.42078196E+000,3.00604301E+000,2.41473895E+000
70.450000,1.00000000E-004,1.00000000E-003,1,1,0,1.46510513E+000,8.43614073E-001,6.21491057E-001
79.560000,1.00000000E-004,1.00000000E-001,2,1,1,8.83614055E-001,3.79914235E-001,5.03699820E-001
79.560000,1.00000000E-004,1.00000000E-001,2,1,1,2.94069517E+000,1.93960868E+000,1.00108649E+000
79.800000,1.00000000E-004,1.00000000E-003,1,1,0,4.99439570E+000,1.01762328E+000,3.97677242E+000
79.800000,1.00000000E-004,1.00000000E-002,1,1,0,1.14121215E+001,8.86500651E-001,1.05256208E+001
80.470000,1.00000000E-004,1.00000000E-001,1,1,0,1.11623275E+001,5.24373834E+000,5.91858916E+000
80.470000,1.00000000E-004,1.00000000E-003,1,1,0,5.53154292E+000,3.14182066E+000,2.38972226E+000
84.540000,1.00000000E-004,1.00000000E-002,3,3,0,8.40556358E-001,1.57402980E+000,7.33473442E-001
84.540000,1.00000000E-004,1.00000000E-002,3,3,0,7.43079107E-001,2.91533948E-001,4.51545159E-001
84.820000,1.00000000E-004,1.00000000E-003,1,1,0,1.03034278E+001,4.29244193E+000,6.01098587E+000
84.820000,1.00000000E-004,1.00000000E-001,1,1,0,5.50484553E+000,2.62942116E+000,2.87542437E+000
85.500000,1.00000000E-004,1.00000000E-003,1,1,0,1.39164948E+000,2.42203790E+000,1.03038842E+000
85.500000,1.00000000E-004,1.00000000E-002,1,1,0,1.85833341E+000,3.42079494E+000,1.56246153E+000
89.540000,1.00000000E-004,1.00000000E+000,1,1,0,3.71411279E+000,3.11421589E+000,5.99896900E-001
89.540000,1.00000000E-004,1.00000000E+000,1,1,0,2.70688250E+000,1.41006586E+000,1.29681664E+000
89.780000,1.00000000E-004,1.00000000E-001,1,1,0,1.06998963E+001,4.59938836E+000,6.10050794E+000
89.780000,1.00000000E-004,1.00000000E-002,1,1,0,5.65194616E+000,5.03859952E+000,6.13346640E-001
90.460000,1.00000000E-004,1.00000000E-002,2,1,1,9.41231543E+000,2.00961132E+000,7.40270411E+000
90.460000,1.00000000E-004,1.00000000E+000,2,1,1,3.01382771E+000,1.90734077E-002,2.99475430E+000
90.500000,1.00000000E-004,1.00000000E-001,1,1,0,8.35897759E+000,3.35621474E+000,5.00276285E+000
90.500000,1.00000000E-004,1.00000000E+000,1,1,0,1.53283699E+000,1.45693645E+000,7.59005400E-002
94.520000,1.00000000E-004,1.00000000E-002,1,1,0,2.32189227E+000,7.30853447E-001,1.59103882E+000
94.520000,1.00000000E-004,1.00000000E-001,1,1,0,4.69872487E+000,5.47669858E+000,7.77973710E-001
94.670000,1.00000000E-004,1.00000000E-003,1,1,0,4.73798134E+000,4.37588891E+000,3.62092430E-001
94.670000,1.00000000E-004,1.00000000E-003,1,1,0,6.54262871E+000,2.30431768E+000,4.23831103E+000
95.030000,1.00000000E-004,1.00000000E+000,2,1,1,1.12502392E+000,1.65460657E-001,9.59563263E-001
95.030000,1.00000000E-004,1.00000000E-001,2,1,1,5.45848944E+000,8.62744041E-001,4.59574540E+000
95.450000,1.00000000E-004,1.00000000E-004,1,1,0,6.14120124E+000,6.14120124E+000,0.00000000E+000
95.450000,1.00000000E-004,1.00000000E-002,1,1,0,4.30325733E+000,1.88777778E+000,2.41547955E+000
96.530000,1.00000000E-004,1.00000000E+000,4,1,3,2.76459873E+000,4.70769009E-001,2.29382972E+000
96.530000,1.00000000E-004,1.00000000E+000,4,1,3,2.94140890E+000,1.62820429E-001,2.77858847E+000
96.770000,1.00000000E-004,1.00000000E-004,1,1,0,5.22783287E-001,5.22783287E-001,0.00000000E+000
96.770000,1.00000000E-004,1.00000000E-003,1,1,0,8.61512556E+000,2.53405084E+000,6.08107472E+000
96.930000,1.00000000E-004,1.00000000E+000,1,1,0,3.32421638E+000,1.75188281E+000,1.57233357E+000
96.930000,1.00000000E-004,1.00000000E-002,1,1,0,3.90876781E+000,2.13311625E+000,1.77565156E+000
97.310000,1.00000000E-004,1.00000000E+000,1,1,0,3.34542984E+000,5.72086719E-001,2.77334312E+000
97.310000,1.00000000E-004,1.00000000E-001,1,1,0,4.64790201E+000,2.00327335E+000,2.64462866E+000
97.460000,1.00000000E-004,1.00000000E-003,1,1,0,7.77069059E+000,5.63590141E+000,2.13478918E+000
97.460000,1.00000000E-004,1.00000000E-002,1,1,0,4.09068089E+000,1.75590408E+000,2.33477681E+000
99.790000,1.00000000E-004,1.00000000E-003,2,1,1,5.11135026E+000,1.06013516E+000,4.05121510E+000
99.790000,1.00000000E-004,1.00000000E+000,2,1,1,2.78599926E+000,6.96133661E-001,2.08986560E+000
100.090000,1.00000000E-004,1.00000000E-002,3,1,2,2.95318862E+000,7.13652484E-001,2.23953614E+000
100.480000,1.00000000E-004,1.00000000E-001,1,1,0,1.27401309E+000,1.03667401E+000,2.37339080E-001
100.480000,1.00000000E-004,1.00000000E-002,1,1,0,4.80745908E+000,4.83982254E+000,3.23634600E-002
100.900000,1.00000000E-004,1.00000000E+000,3,1,2,3.83001894E+000,5.72426885E-001,3.25759206E+000
101.970000,1.00000000E-004,1.00000000E-002,2,1,1,1.10204633E+000,4.84607067E-001,6.17439263E-001
101.970000,1.00000000E-004,1.00000000E-001,2,1,1,1.55558752E+000,3.74500145E+000,2.18941393E+000
102.700000,1.00000000E-004,1.00000000E-003,2,2,0,3.71196482E-001,1.92487789E+000,1.55368141E+000
102.700000,1.00000000E-004,1.00000000E+000,2,1,1,2.43924420E+000,4.69789483E-001,1.96945472E+000
103.490000,1.00000000E-004,1.00000000E-003,2,1,1,1.02224613E+001,4.54627656E-001,9.76783364E+000
103.490000,1.00000000E-004,1.00000000E-003,2,1,1,4.96602384E+000,3.49291028E+000,1.47311356E+000
104.800000,1.00000000E-004,1.00000000E-003,1,1,0,1.93082244E+000,1.73893548E+000,1.91886960E-001
104.800000,1.00000000E-004,1.00000000E-003,1,1,0,7.08050978E+000,3.14616800E+000,3.93434178E+000
105.500000,1.00000000E-004,1.00000000E-004,1,1,0,8.30733184E-002,8.30733184E-002,0.00000000E+000
105.500000,1.00000000E-004,1.00000000E-002,1,1,0,6.92819728E+000,5.03774416E+000,1.89045312E+000
107.800000,1.00000000E-004,1.00000000E-002,1,1,0,1.26428255E+001,2.97928166E+000,9.66354384E+000
107.800000,1.00000000E-004,1.00000000E-003,1,1,0,4.19475922E+000,3.58899469E+000,6.05764530E-001
108.480000,1.00000000E-004,1.00000000E-003,1,1,0,6.54411678E+000,4.41513475E+000,2.12898203E+000
108.480000,1.00000000E-004,1.00000000E-002,1,1,0,5.13898126E+000,6.68409512E-001,4.47057175E+000
109.760000,1.00000000E-004,1.00000000E-003,1,1,0,7.09633691E+000,5.49916401E+000,1.59717290E+000
109.760000,1.00000000E-004,1.00000000E-004,1,1,0,4.40149987E-001,4.40149987E-001,0.00000000E+000
110.460000,1.00000000E-004,1.00000000E-003,1,1,0,2.42359819E+000,2.57557909E+000,1.51980900E-001
110.460000,1.00000000E-004,1.00000000E-003,1,1,0,7.98099662E+000,3.93629987E+000,4.04469675E+000
119.730000,1.00000000E-004,1.00000000E-001,1,1,0,6.18675219E-001,1.08944242E+000,4.70767201E-001
119.730000,1.00000000E-004,1.00000000E+000,1,1,0,1.52067803E-001,7.57042941E-001,6.04975138E-001
119.760000,1.00000000E-004,1.00000000E-002,1,1,0,1.03993223E+001,2.54455800E+000,7.85476430E+000
119.760000,1.00000000E-004,1.00000000E-003,1,1,0,5.43070732E+000,2.35393482E+000,3.07677250E+000
120.490000,1.00000000E-004,1.00000000E-004,1,1,0,5.70020748E+000,5.70020748E+000,0.00000000E+000
120.490000,1.00000000E-004,1.00000000E-002,1,1,0,2.91666601E+000,6.73546207E-001,2.24311980E+000
126.650000,1.00000000E-004,1.00000000E+000,1,1,0,3.07234722E+001,1.25114647E-001,3.05983576E+001
129.650000,1.00000000E-004,1.00000000E+000,1,1,0,4.20217947E+000,1.12059923E+000,3.08158024E+000
130.450000,1.00000000E-004,1.00000000E-001,1,1,0,2.84838835E+000,2.13669246E-001,2.63471910E+000
130.450000,1.00000000E-004,1.00000000E+000,1,1,0,2.78130795E+000,1.05366099E+000,1.72764696E+000
136.620000,1.00000000E-004,1.00000000E-003,2,1,1,6.54251753E-001,1.04216251E+000,3.87910757E-001
139.620000,1.00000000E-004,1.00000000E-002,2,1,1,5.43928025E+000,1.15514430E+000,4.28413595E+000
139.940000,1.00000000E-004,1.00000000E-002,1,1,0,9.37346583E-001,1.26298975E+000,3.25643167E-001
139.940000,1.00000000E-004,1.00000000E+000,1,1,0,5.15895841E+000,1.58884617E+000,3.57011224E+000
140.430000,1.00000000E-004,1.00000000E+000,3,2,1,3.50580335E+000,3.78744869E-001,3.12705848E+000
140.430000,1.00000000E-004,1.00000000E-001,3,2,1,7.83094611E+000,1.31402207E+000,6.51692404E+000
146.590000,1.00000000E-004,1.00000000E-003,2,1,1,9.29954606E-001,3.57948880E-001,5.72005726E-001
149.590000,1.00000000E-004,1.00000000E-002,2,1,1,5.24817955E+000,2.26704799E+000,2.98113156E+000
149.660000,1.00000000E-004,1.00000000E+000,2,1,1,4.64384556E+000,1.14136184E+000,3.50248372E+000
149.660000,1.00000000E-004,1.00000000E-001,2,2,0,7.83232069E+000,3.96480891E-001,7.43583980E+000
150.480000,1.00000000E-004,1.00000000E+000,1,1,0,3.25973519E+000,2.00576945E-002,3.23967750E+000
150.480000,1.00000000E-004,1.00000000E-001,1,1,0,7.14046392E+000,2.10324665E-001,6.93013926E+000
159.540000,1.00000000E-004,1.00000000E-001,1,1,0,3.61024690E+000,4.50614996E-001,3.15963190E+000
159.540000,1.00000000E-004,1.00000000E-002,1,1,0,9.66149826E-001,1.65537900E+000,6.89229174E-001
160.430000,1.00000000E-004,1.00000000E-002,1,1,0,2.24407044E+000,1.18192265E-001,2.12587818E+000
160.430000,1.00000000E-004,1.00000000E-003,1,1,0,1.94163590E+000,1.01744765E+000,9.24188250E-001
169.500000,1.00000000E-004,1.00000000E-004,2,2,0,3.31264186E+000,3.31264186E+000,0.00000000E+000
169.500000,1.00000000E-004,1.00000000E-001,2,1,1,2.15707910E-001,4.20287475E-001,2.04579565E-001
169.660000,1.00000000E-004,1.00000000E-002,1,1,0,2.08372723E+000,2.79232389E+000,7.08596660E-001
169.660000,1.00000000E-004,1.00000000E-002,1,1,0,2.06172824E+000,5.46310899E+000,3.40138075E+000
170.440000,1.00000000E-004,1.00000000E-002,2,1,1,4.63496420E+000,3.53538396E+000,1.09958024E+000
170.440000,1.00000000E-004,1.00000000E-003,2,1,1,1.56869282E+000,5.73200839E-001,9.95491981E-001
179.580000,1.00000000E-004,1.00000000E-002,2,2,0,2.45614106E+000,1.80441373E-001,2.27569969E+000
179.580000,1.00000000E-004,1.00000000E-001,2,1,1,4.01285388E+000,8.41680621E-001,3.17117326E+000
180.420000,1.00000000E-004,1.00000000E-003,1,1,0,2.56203561E+000,6.03723354E-001,1.95831226E+000
180.420000,1.00000000E-004,1.00000000E-003,1,1,0,2.16550309E+000,9.38469099E-001,1.22703399E+000
189.530000,1.00000000E-004,1.00000000E-001,1,1,0,6.60925962E+000,6.40741564E+000,2.01843980E-001
189.530000,1.00000000E-004,1.00000000E-002,1,1,0,4.95399575E+000,2.45798446E+000,2.49601129E+000
190.430000,1.00000000E-004,1.00000000E-003,1,1,0,7.01782457E+000,9.22993919E-001,6.09483065E+000
190.430000,1.00000000E-004,1.00000000E-003,1,1,0,1.71646219E+000,1.11334080E+000,6.03121390E-001
190.440000,1.00000000E-004,1.00000000E-001,1,1,0,1.34985397E+000,1.18186610E+000,1.67987870E-001
190.440000,1.00000000E-004,1.00000000E-002,1,1,0,3.38871794E+000,2.90601497E+000,4.82702970E-001
199.510000,1.00000000E-004,1.00000000E+000,4,1,3,2.69016548E+000,1.40817656E+000,1.28198892E+000
199.510000,1.00000000E-004,1.00000000E-001,4,1,3,2.30766020E-001,4.75945210E-001,2.45179190E-001
199.870000,1.00000000E-004,1.00000000E-002,2,1,1,3.82842612E+000,2.82638302E+000,1.00204310E+000
199.870000,1.00000000E-004,1.00000000E-003,2,2,0,1.57446734E+000,1.55049693E+000,2.39704100E-002
200.210000,1.00000000E-004,1.00000000E-001,2,1,1,3.77354646E+000,2.86185952E+000,9.11686940E-001
200.210000,1.00000000E-004,1.00000000E-003,2,2,0,7.44509487E-001,5.03225083E-001,2.41284404E-001
200.450000,1.00000000E-004,1.00000000E-003,1,1,0,7.28040768E+000,7.89856673E-001,6.49055101E+000
200.450000,1.00000000E-004,1.00000000E-004,1,1,0,2.48408259E-001,2.48408259E-001,0.00000000E+000
209.570000,1.00000000E-004,1.00000000E-004,1,1,0,1.28907527E+000,1.28907527E+000,0.00000000E+000
209.570000,1.00000000E-004,1.00000000E-001,1,1,0,4.04496962E+000,5.63925022E-001,3.48104460E+000
210.210000,1.00000000E-004,1.00000000E-001,2,1,1,1.00061833E+001,4.34950827E-002,9.96268822E+000
210.270000,1.00000000E-004,1.00000000E-002,2,1,1,4.80860735E+000,1.46400964E+000,3.34459771E+000
210.460000,1.00000000E-004,1.00000000E-003,1,1,0,1.78101396E+000,7.87842915E-001,9.93171045E-001
210.460000,1.00000000E-004,1.00000000E-004,1,1,0,1.24709344E+000,1.24709344E+000,0.00000000E+000
220.130000,1.00000000E-004,1.00000000E+000,3,1,2,2.96302570E+000,2.87678626E+000,8.62394400E-002
220.130000,1.00000000E-004,1.00000000E-002,3,2,1,9.27007588E-001,5.88091334E-001,3.38916254E-001
229.610000,1.00000000E-004,1.00000000E-001,3,2,1,2.23157245E+000,3.23562200E+000,1.00404955E+000
229.610000,1.00000000E-004,1.00000000E-002,3,3,0,4.13558641E+000,2.88603435E+000,1.24955206E+000
239.530000,1.00000000E-004,1.00000000E-001,4,2,2,1.56121712E+000,4.83442122E-001,1.07777500E+000
239.530000,1.00000000E-004,1.00000000E+000,4,1,3,3.58795939E+000,3.37225769E-001,3.25073362E+000
249.650000,1.00000000E-004,1.00000000E-002,3,1,2,2.50834294E+000,8.82069503E-001,1.62627344E+000
249.650000,1.00000000E-004,1.00000000E-002,3,1,2,8.72371505E-001,2.80095136E+000,1.92857986E+000
250.480000,1.00000000E-004,1.00000000E+000,2,1,1,7.39209918E+000,1.15591264E+000,6.23618654E+000
250.480000,1.00000000E-004,1.00000000E-003,2,2,0,5.55271628E-001,1.01272658E+000,4.57454952E-001
259.580000,1.00000000E-004,1.00000000E+000,2,1,1,5.16259403E+000,1.12407814E+000,4.03851589E+000
259.580000,1.00000000E-004,1.00000000E-002,2,2,0,4.17410910E+000,6.82436776E-001,3.49167232E+000
260.440000,1.00000000E-004,1.00000000E+000,2,1,1,2.68739207E+000,6.79945405E+000,4.11206198E+000
260.440000,1.00000000E-004,1.00000000E-001,2,1,1,6.44381925E+000,5.22721459E+000,1.21660466E+000
269.570000,1.00000000E-004,1.00000000E+000,4,1,3,1.25465448E-001,1.11878309E+000,9.93317642E-001
269.570000,1.00000000E-004,1.00000000E-003,4,3,1,1.36071502E+000,1.23578427E+000,1.24930750E-001
270.500000,1.00000000E+000,1.00000000E+000,1,1,0,1.03082122E+000,1.03082122E+000,0.00000000E+000
270.500000,1.00000000E+000,1.00000000E-002,1,1,0,9.18474464E+000,7.63568683E-001,8.42117596E+000
278.510000,1.00000000E-004,1.00000000E-002,3,2,1,3.43609546E+000,1.56412731E+000,1.87196815E+000
279.510000,1.00000000E-004,1.00000000E-003,3,2,1,5.12812009E-001,1.87931355E+000,1.36650154E+000
279.790000,1.00000000E-004,1.00000000E-002,4,2,2,1.60833631E+000,1.62058433E-001,1.44627788E+000
279.790000,1.00000000E-004,1.00000000E-002,4,2,2,1.45728193E+000,1.48847311E-001,1.30843462E+000
280.060000,1.00000000E-004,1.00000000E+000,4,1,3,4.36564141E+000,9.66061244E-003,4.35598080E+000
280.060000,1.00000000E-004,1.00000000E+000,4,1,3,3.28798151E-001,2.19263970E+000,1.86384155E+000
280.330000,1.00000000E-004,1.00000000E-002,4,2,2,2.95518963E+000,1.47736928E+000,1.47782035E+000
280.330000,1.00000000E-004,1.00000000E-003,4,3,1,3.29226359E+000,9.84858299E-001,2.30740529E+000
