Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
140.460000,1.00000000e-02,3.220697e+04,8.117097e+04,1.207231e+03,3.997017e-02,2
149.570000,1.00000000e-02,2.925618e+04,8.384554e+04,1.545264e+03,4.715512e-02,2
159.500000,1.00000000e-02,3.098680e+04,8.314740e+04,5.023914e+02,2.872909e-02,2
160.360000,1.00000000e-02,2.751436e+04,8.049147e+04,1.889199e+03,3.862980e-02,2
169.550000,1.00000000e-02,3.332512e+04,9.260937e+04,2.425059e+03,4.291776e-02,3
170.400000,1.00000000e-02,3.230911e+04,9.617681e+04,1.851273e+03,4.229598e-02,3
179.500000,1.00000000e-02,2.760635e+04,8.344546e+04,5.957086e+02,3.109928e-02,2
180.090000,1.00000000e-02,4.914954e+04,8.541835e+04,9.601436e+02,5.024200e-02,2
189.580000,1.00000000e-02,1.089697e+05,1.025400e+05,1.969062e+03,7.459502e-02,2
190.440000,1.00000000e-02,2.462767e+05,2.595126e+05,2.492788e+03,5.364749e-02,3
