Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
1.750000,1.00000000e-04,1.954742e+05,1.368228e+05,3.322970e+05,2.652488e+02,5
1.750000,1.00000000e-04,1.954742e+05,1.368228e+05,3.322970e+05,2.652488e+02,5
1.780000,1.00000000e-04,1.868534e+05,1.151298e+05,3.019832e+05,2.570732e+02,5
1.780000,1.00000000e-04,1.868534e+05,1.151298e+05,3.019832e+05,2.570732e+02,5
1.800000,1.00000000e-04,1.053299e+05,1.778470e+05,2.831769e+05,2.420527e+02,3
1.800000,1.00000000e-04,1.053299e+05,1.778470e+05,2.831769e+05,2.420527e+02,3
1.860000,1.00000000e-04,1.202862e+05,1.368513e+05,2.571375e+05,2.330552e+02,4
1.860000,1.00000000e-04,1.202862e+05,1.368513e+05,2.571375e+05,2.330552e+02,4
2.120000,2.51188643e-04,5.930227e+05,2.080156e+05,8.010382e+05,3.538384e+02,2
2.120000,2.51188643e-04,5.930227e+05,2.080156e+05,8.010382e+05,3.538384e+02,2
