Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
189.660000,1.00000000e-04,8.234900e+04,3.933827e+04,1.216873e+05,2.027871e+02,4
190.370000,1.00000000e-04,8.237345e+04,3.934419e+04,1.217176e+05,2.033382e+02,4
199.530000,1.25892541e-04,7.962399e+04,3.908861e+04,1.187126e+05,2.020054e+02,3
199.830000,1.00000000e-04,8.088932e+04,3.890218e+04,1.197915e+05,2.016005e+02,4
200.160000,1.99526231e-04,1.155327e+05,3.924235e+04,1.547750e+05,2.054430e+02,4
200.360000,1.25892541e-04,8.191599e+04,3.944973e+04,1.213657e+05,2.026433e+02,4
209.530000,1.25892541e-04,7.593028e+04,3.903372e+04,1.149640e+05,1.973853e+02,4
207.770000,1.25892541e-04,8.015507e+04,3.905052e+04,1.192056e+05,2.008195e+02,4
210.220000,1.00000000e-04,8.055169e+04,3.887468e+04,1.194264e+05,2.014583e+02,4
210.460000,1.00000000e-04,8.120758e+04,3.930218e+04,1.205098e+05,2.014740e+02,4
