Temperature,SelectedLambda,MeanResidual,PeakCount
159.540000,1.00000000e-04,6.099379e+01,3
159.540000,1.00000000e-04,6.099379e+01,3
160.430000,1.00000000e-04,5.108349e+01,3
160.430000,1.00000000e-04,5.108349e+01,3
169.500000,1.00000000e-04,4.893343e+01,3
169.500000,1.00000000e-04,4.893343e+01,3
169.660000,1.00000000e-04,3.719816e+02,4
169.660000,1.00000000e-04,3.719816e+02,4
170.440000,1.00000000e-04,4.892745e+01,3
170.440000,1.00000000e-04,4.892745e+01,3
