Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
15.500000,1.58489319e-04,1.940758e+08,1.320144e+08,3.260903e+08,5.612827e+03,4
19.500000,1.00000000e-04,5.355265e+07,8.786210e+07,1.414148e+08,4.001673e+03,4
19.700000,1.00000000e-01,2.520495e+08,1.930588e+08,4.451083e+08,1.066479e+04,2
20.500000,1.99526231e-03,6.196914e+07,6.325755e+07,1.252267e+08,3.885216e+03,4
29.500000,1.00000000e-04,2.314795e+07,2.921393e+07,5.236187e+07,2.578502e+03,5
29.800000,1.00000000e-01,1.561850e+12,1.185359e+12,2.747210e+12,4.253008e+05,2
30.100000,1.00000000e-04,2.908089e+07,3.136683e+07,6.044772e+07,3.125471e+03,5
39.500000,1.00000000e-04,1.268851e+07,1.733998e+07,3.002849e+07,2.071054e+03,5
39.700000,1.00000000e-02,1.273387e+11,5.746709e+11,7.020096e+11,1.783901e+05,3
40.300000,1.00000000e-04,2.397102e+07,1.191245e+07,3.588347e+07,2.577708e+03,4
