Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
230.490000,1.00000000e-04,4.623403e+04,6.851281e+04,1.147468e+05,1.901428e+02,5
239.530000,1.00000000e-04,3.860001e+04,7.008665e+04,1.086867e+05,1.904877e+02,3
240.470000,1.00000000e-04,6.295644e+04,5.991599e+04,1.228724e+05,1.839589e+02,4
249.540000,1.00000000e-04,4.942325e+04,5.716386e+04,1.065871e+05,1.783453e+02,5
250.490000,1.00000000e-04,3.753698e+04,5.533156e+04,9.286854e+04,1.810708e+02,4
259.510000,1.00000000e-04,4.719230e+04,4.947603e+04,9.666833e+04,1.729778e+02,3
260.450000,1.00000000e-04,4.068410e+04,5.214230e+04,9.282641e+04,1.751878e+02,3
269.570000,5.01187234e-04,1.184803e+05,6.366298e+04,1.821432e+05,2.012341e+02,4
279.560000,1.00000000e-04,3.522275e+04,4.611167e+04,8.133442e+04,1.613087e+02,4
280.230000,1.00000000e-04,3.801925e+04,4.729320e+04,8.531245e+04,1.579021e+02,4
