Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
40.500000,1.00000000e-02,5.398541e+07,3.944133e+07,2.535507e+06,1.812102e-01,2
49.500000,1.00000000e-02,2.417560e+07,2.345228e+07,1.591961e+06,1.739942e-01,2
49.700000,1.00000000e-01,5.932965e+08,8.676375e+08,6.888279e+04,0.000000e+00,2
49.900000,1.00000000e-02,4.033862e+10,1.152951e+11,4.455147e+08,1.164675e-01,3
50.400000,1.00000000e-02,2.971369e+09,4.965636e+08,9.378341e+05,1.213918e-01,4
50.500000,1.00000000e-02,1.676493e+07,1.826850e+07,1.168960e+06,1.927099e-01,3
59.500000,1.00000000e-02,2.659741e+07,1.615145e+07,8.910871e+05,1.459133e-01,2
59.800000,1.00000000e-02,3.382749e+10,1.157179e+11,1.413799e+08,9.559309e-01,3
60.500000,1.00000000e-02,1.248391e+07,1.230290e+07,2.452307e+06,1.202762e-01,2
69.500000,1.00000000e-01,6.900144e+07,5.135958e+08,8.772124e+04,0.000000e+00,3
