Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
107.800000,1.00000000e-04,3.748878e+04,4.408153e+04,8.157031e+04,1.409904e+02,3
107.800000,1.00000000e-04,3.748878e+04,4.408153e+04,8.157031e+04,1.409904e+02,3
108.480000,1.58489319e-04,4.313125e+04,4.408385e+04,8.721509e+04,1.503283e+02,4
108.480000,1.58489319e-04,4.313125e+04,4.408385e+04,8.721509e+04,1.503283e+02,4
109.760000,1.00000000e-04,4.213590e+04,3.282192e+04,7.495782e+04,1.401839e+02,4
109.760000,1.00000000e-04,4.213590e+04,3.282192e+04,7.495782e+04,1.401839e+02,4
110.460000,1.00000000e-04,4.490150e+04,3.530219e+04,8.020369e+04,1.437631e+02,4
110.460000,1.00000000e-04,4.490150e+04,3.530219e+04,8.020369e+04,1.437631e+02,4
119.730000,1.00000000e-01,2.669911e+08,4.061194e+07,3.076031e+08,6.405766e+03,1
119.730000,1.00000000e-01,2.669911e+08,4.061194e+07,3.076031e+08,6.405766e+03,1
