Bayes-DRT MATLAB 2011 workflow (Re/Im CV) ??? merged all temperatures
Dataset: S2322Al.xlsx
Generated: 13-Jul-2026 08:27:50
Total temperatures: 63

Aggregate summary
Mean selected lambda: 5.78757179E-003
Mean real-part CV: 1.49002115E+005
Mean imag-part CV: 7.13616053E+004
Mean total CV: 2.20363720E+005
Mean absolute residual: 5.57399788E+001
Mean peak count: 2.2222
Max peak count: 6

Per-temperature detail
TemperatureK,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
1.400000,1.00000000E-004,1.33004323E+003,3.83233045E+003,5.16237368E+003,2.93437311E+001,2
1.500000,3.16227766E-002,2.57608277E+004,3.96698362E+004,6.54306639E+004,9.24461679E+001,2
1.500000,1.00000000E-004,1.19026607E+003,3.77412777E+003,4.96439384E+003,2.89839001E+001,2
1.700000,1.00000000E-003,1.81014476E+003,5.07038689E+003,6.88053165E+003,3.56559579E+001,2
2.400000,1.00000000E-004,8.20489380E+003,5.13169839E+003,1.33365922E+004,5.15212437E+001,4
2.500000,1.00000000E-004,2.92301235E+003,4.06656472E+003,6.98957707E+003,4.73254850E+001,2
4.500000,3.16227766E-004,2.56258971E+003,4.44256226E+003,7.00515197E+003,3.56002699E+001,2
5.400000,1.00000000E-004,2.00628609E+003,3.95553016E+003,5.96181624E+003,3.28620188E+001,2
5.500000,1.00000000E-004,1.90626294E+003,3.86400428E+003,5.77026722E+003,4.09756721E+001,2
7.500000,1.00000000E-004,1.61544067E+003,3.83356358E+003,5.44900425E+003,3.06545054E+001,2
8.000000,1.00000000E-004,1.51624488E+003,3.77015250E+003,5.28639738E+003,2.99840630E+001,2
8.000000,1.00000000E-004,9.29567869E+002,3.68034239E+003,4.60991026E+003,3.12557318E+001,2
10.000000,3.16227766E-004,1.24219596E+003,3.74601902E+003,4.98821498E+003,2.90321139E+001,2
10.000000,1.00000000E-004,8.30150084E+002,3.65535024E+003,4.48550033E+003,2.88153730E+001,2
15.000000,1.00000000E-004,8.41861747E+002,3.66164970E+003,4.50351145E+003,2.69368809E+001,2
15.000000,1.00000000E-004,1.11633137E+003,3.66014611E+003,4.77647748E+003,2.75795613E+001,2
15.000000,1.00000000E-004,1.01645125E+003,3.68417725E+003,4.70062851E+003,2.70916220E+001,2
16.000000,1.00000000E-004,8.90444757E+002,3.66652280E+003,4.55696755E+003,2.71903599E+001,2
20.000000,1.00000000E-004,9.82457290E+002,3.65711541E+003,4.63957270E+003,2.68061629E+001,2
22.000000,1.00000000E-004,9.29516438E+002,3.63313726E+003,4.56265370E+003,2.63116332E+001,2
23.000000,1.00000000E-004,8.60624426E+002,3.61173259E+003,4.47235702E+003,2.62832740E+001,2
25.000000,1.00000000E-004,8.27107609E+002,3.68757348E+003,4.51468109E+003,2.65475719E+001,2
