Paper vs minimum-residual DRT comparison
Dataset: S2302Sap.xlsx
Generated: 13-Jul-2026 00:15:20
Total temperatures: 86

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 2.6860
Mean peaks (paper method)   : 1.4884
Mean peak delta abs |paper-res| : 1.1977
Median peak delta abs |paper-res|: 1.0000
Temps paper has more peaks      : 0
Temps equal peaks               : 12
Temps paper has fewer peaks     : 74

Mean residual-change sensitivity % (residual-selected lambda): 6.87340411E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 2.35013607E+000
Mean sensitivity delta abs % |paper-res|                    : 5.16038005E+000
Median sensitivity delta abs % |paper-res|                  : 3.96478204E+000
Temps paper lower sensitivity                             : 73
Temps equal sensitivity                                   : 0
Temps paper higher sensitivity                            : 13

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
1.470000,1.00000000E-004,1.00000000E-001,3,2,1,1.58972848E+001,2.76649698E+000,1.31307878E+001
1.490000,1.00000000E-004,1.00000000E+000,3,2,1,5.27262887E+000,1.02321076E+000,4.24941811E+000
1.560000,1.00000000E-004,1.00000000E-001,3,2,1,3.32679113E+000,7.29157317E+000,3.96478204E+000
1.570000,1.00000000E-004,1.00000000E-002,3,2,1,7.69998393E+000,3.76409210E+000,3.93589183E+000
1.580000,1.00000000E-004,1.00000000E-001,3,2,1,4.12694801E+000,8.68288186E-001,3.25865982E+000
1.590000,1.00000000E-004,1.00000000E+000,3,2,1,6.63177808E+000,4.06588812E+000,2.56588996E+000
1.620000,1.00000000E-004,1.00000000E-001,4,3,1,4.02586469E+000,3.35656418E+000,6.69300510E-001
1.850000,1.00000000E-004,1.00000000E+000,3,2,1,8.70037361E+000,3.83732980E-001,8.31664063E+000
2.470000,1.00000000E-004,1.00000000E-002,3,2,1,5.80832148E+000,1.18851649E+000,4.61980499E+000
4.520000,1.00000000E-004,1.00000000E-001,3,2,1,2.83074103E+000,4.00527268E+000,1.17453165E+000
7.570000,1.00000000E-004,1.00000000E-001,3,2,1,1.99521122E+000,8.19091158E-001,1.17612006E+000
8.430000,1.00000000E-004,1.00000000E-001,3,2,1,1.57632843E+001,1.62037716E+000,1.41429071E+001
9.510000,1.00000000E-004,1.00000000E+000,3,2,1,5.64148949E+000,1.27555226E+000,4.36593723E+000
10.380000,1.00000000E-004,1.00000000E-001,3,2,1,3.12551108E+000,6.93560701E+000,3.81009593E+000
14.530000,1.00000000E-004,1.00000000E-002,3,2,1,7.94886309E+000,4.03639405E+000,3.91246904E+000
15.420000,1.00000000E-004,1.00000000E-001,3,2,1,3.95892816E+000,1.74218310E+000,2.21674506E+000
19.570000,1.00000000E-004,1.00000000E+000,3,2,1,6.57066015E+000,3.23620223E+000,3.33445792E+000
20.450000,1.00000000E-004,1.00000000E+000,3,1,2,9.22010798E+000,8.13910354E-001,8.40619763E+000
29.520000,1.00000000E-004,1.00000000E-003,1,1,0,1.56840067E+000,1.50683478E+000,6.15658900E-002
30.450000,1.00000000E-004,1.00000000E-001,1,1,0,9.29355977E+000,2.21333318E+000,7.08022659E+000
39.530000,1.00000000E-004,1.00000000E-002,1,1,0,2.32278487E+000,2.75761511E+000,4.34830240E-001
40.450000,1.00000000E-004,1.00000000E+000,3,1,2,8.39782035E+000,1.92773892E+000,6.47008143E+000
49.510000,1.00000000E-004,1.00000000E-001,3,2,1,2.93924065E+000,9.09249202E-001,2.02999145E+000
59.530000,1.00000000E-004,1.00000000E+000,3,1,2,7.32688995E+000,1.76203443E+000,5.56485552E+000
60.470000,1.00000000E-004,1.00000000E+000,3,1,2,6.82786087E+000,2.66718942E+000,4.16067145E+000
69.540000,1.00000000E-004,1.00000000E+000,2,1,1,1.43539348E+001,4.94010857E+000,9.41382623E+000
79.520000,1.00000000E-004,1.00000000E-001,3,2,1,1.08083955E+001,2.89760567E+000,7.91078983E+000
84.520000,1.00000000E-004,1.00000000E+000,3,1,2,1.07205591E+001,7.99618919E-001,9.92094018E+000
89.580000,1.00000000E-004,1.00000000E-001,2,1,1,9.65640505E+000,2.45765603E+000,7.19874902E+000
94.590000,1.00000000E-004,1.00000000E+000,1,1,0,2.01334589E+001,1.58186786E+000,1.85515910E+001
96.510000,1.00000000E-004,1.00000000E-002,1,1,0,1.46299265E+001,1.71086048E+000,1.29190660E+001
97.450000,1.00000000E-004,1.00000000E-002,1,1,0,1.21969666E+001,8.39209103E+000,3.80487557E+000
99.550000,1.00000000E-004,1.00000000E+000,2,1,1,2.52790169E+001,8.93172509E-001,2.43858444E+001
101.560000,1.00000000E-004,1.00000000E+000,3,1,2,1.17325199E+001,2.19516715E+000,9.53735275E+000
102.610000,1.00000000E-004,1.00000000E-001,3,2,1,1.10898411E+001,9.69635397E-001,1.01202057E+001
