Paper vs minimum-residual DRT comparison
Dataset: S2302Sap.xlsx
Generated: 13-Jul-2026 00:15:20
Total temperatures: 86

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 2.6860
Mean peaks (paper method)   : 1.4884
Mean peak delta abs |paper-res| : 1.1977
Median peak delta abs |paper-res|: 1.0000
Temps paper has more peaks      : 0
Temps equal peaks               : 12
Temps paper has fewer peaks     : 74

Mean residual-change sensitivity % (residual-selected lambda): 6.87340411E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 2.35013607E+000
Mean sensitivity delta abs % |paper-res|                    : 5.16038005E+000
Median sensitivity delta abs % |paper-res|                  : 3.96478204E+000
Temps paper lower sensitivity                             : 73
Temps equal sensitivity                                   : 0
Temps paper higher sensitivity                            : 13

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
104.570000,1.00000000E-004,1.00000000E-001,3,2,1,3.54366017E+000,1.87680111E-001,3.35598006E+000
105.490000,1.00000000E-004,1.00000000E-003,2,2,0,1.90161215E+000,1.76599568E+000,1.35616470E-001
107.520000,1.00000000E-004,1.00000000E-002,3,2,1,1.11492957E+000,2.66151278E+000,1.54658321E+000
108.490000,1.00000000E-004,1.00000000E-001,3,2,1,3.28892721E+000,1.30260919E+000,1.98631802E+000
109.520000,1.00000000E-004,1.00000000E-001,3,2,1,6.74267158E+000,3.34596520E-002,6.70921193E+000
110.480000,1.00000000E-004,1.00000000E+000,3,1,2,1.91775587E+000,1.91355800E+000,4.19787000E-003
119.550000,1.00000000E-004,1.00000000E-001,3,2,1,1.21214117E+001,9.18263687E-001,1.12031480E+001
120.480000,1.00000000E-004,1.00000000E+000,3,1,2,4.71780850E+000,2.15619490E+000,2.56161360E+000
129.540000,1.00000000E-004,1.00000000E+000,1,1,0,2.50319350E-001,5.65848837E-002,1.93734466E-001
139.560000,1.00000000E-004,1.00000000E-001,3,2,1,6.05255709E-001,3.42573151E+000,2.82047580E+000
149.550000,1.00000000E-004,1.00000000E+000,3,2,1,9.93240221E+000,8.20642599E-001,9.11175961E+000
159.520000,1.00000000E-004,1.00000000E+000,3,1,2,1.03147512E+001,5.11097717E+000,5.20377403E+000
169.550000,1.00000000E-004,1.00000000E-001,1,1,0,4.90620518E+000,9.73228439E-001,3.93297674E+000
170.200000,1.00000000E-004,1.00000000E+000,2,1,1,9.72572039E+000,1.67571264E-002,9.70896326E+000
170.400000,1.00000000E-004,1.00000000E-001,3,1,2,9.59488724E+000,1.51278103E+000,8.08210621E+000
179.560000,1.00000000E-004,1.00000000E+000,2,1,1,2.50229674E+000,1.71674021E+000,7.85556530E-001
180.100000,1.00000000E-004,1.00000000E-001,2,1,1,6.68193063E+000,2.31105448E-001,6.45082518E+000
180.260000,1.00000000E-004,1.00000000E-001,2,1,1,9.97461981E-001,7.82449401E-001,2.15012580E-001
189.530000,1.00000000E-004,1.00000000E+000,1,1,0,4.66165526E+000,2.69392554E+000,1.96772972E+000
189.660000,1.00000000E-004,1.00000000E+000,3,1,2,1.61403427E+001,2.62532477E+000,1.35150179E+001
190.370000,1.00000000E-004,1.00000000E-002,3,2,1,4.69928662E+000,5.81009549E-001,4.11827707E+000
199.530000,1.00000000E-004,1.00000000E+000,3,1,2,8.29516680E+000,3.45212121E+000,4.84304559E+000
199.830000,1.00000000E-004,1.00000000E+000,3,1,2,7.73798359E+000,1.46708065E+000,6.27090294E+000
200.160000,1.00000000E-004,1.00000000E+000,3,1,2,2.17600192E+000,2.09623816E+000,7.97637600E-002
200.360000,1.00000000E-004,1.00000000E+000,3,1,2,9.43862438E+000,2.76152762E+000,6.67709676E+000
207.770000,1.00000000E-004,1.00000000E+000,3,1,2,7.07890371E+000,4.17995300E+000,2.89895071E+000
209.530000,1.00000000E-004,1.00000000E+000,3,1,2,3.28761537E+000,2.38410390E-002,3.26377433E+000
210.220000,1.00000000E-004,1.00000000E+000,3,1,2,6.74132693E+000,1.18408140E+000,5.55724553E+000
210.460000,1.00000000E-004,1.00000000E+000,3,1,2,1.46780906E+001,5.30911966E+000,9.36897094E+000
219.530000,1.00000000E-003,1.00000000E-001,2,2,0,8.39938579E-001,3.29650576E+000,2.45656718E+000
219.740000,1.00000000E-004,1.00000000E+000,3,1,2,5.85158304E+000,3.13570663E-004,5.85126947E+000
220.260000,1.00000000E-004,1.00000000E-001,3,2,1,2.91256685E+000,7.48641106E+000,4.57384421E+000
220.490000,1.00000000E-004,1.00000000E-002,3,2,1,8.76051671E+000,4.71067989E+000,4.04983682E+000
229.580000,1.00000000E-004,1.00000000E+000,4,2,2,1.25005929E+000,9.64890267E-001,2.85169023E-001
229.860000,1.00000000E-004,1.00000000E+000,3,1,2,6.85769548E+000,4.84416678E+000,2.01352870E+000
230.490000,1.00000000E-004,1.00000000E+000,3,1,2,7.28061809E+000,3.39004633E+000,3.89057176E+000
239.510000,1.00000000E-004,1.00000000E-002,3,2,1,6.30994458E+000,8.45664431E-001,5.46428015E+000
239.980000,1.00000000E-004,1.00000000E-001,3,2,1,3.35456730E+000,4.47948070E+000,1.12491340E+000
240.140000,1.00000000E-004,1.00000000E-001,3,2,1,1.81881885E+000,2.34836091E+000,5.29542060E-001
249.510000,1.00000000E-003,1.00000000E-001,2,1,1,1.03957391E+000,2.12434987E+000,1.08477596E+000
249.680000,1.00000000E-004,1.00000000E+000,3,1,2,5.19987562E+000,2.43799551E+000,2.76188011E+000
250.360000,1.00000000E-004,1.00000000E+000,3,1,2,2.54639161E+000,5.84637361E+000,3.29998200E+000
259.550000,1.00000000E-003,1.00000000E-002,2,2,0,8.91611415E+000,1.23652511E+000,7.67958904E+000
259.890000,1.00000000E-004,1.00000000E+000,3,1,2,3.78206239E+000,2.00675405E+000,1.77530834E+000
260.200000,1.00000000E-004,1.00000000E+000,3,1,2,6.53660815E+000,1.68297072E+000,4.85363743E+000
260.420000,1.00000000E-004,1.00000000E+000,3,1,2,9.31960462E+000,2.69754222E+000,6.62206240E+000
269.570000,1.00000000E-004,1.00000000E-002,3,2,1,7.58245406E+000,1.52265235E+000,6.05980171E+000
270.400000,1.00000000E-004,1.00000000E-001,3,2,1,3.50625808E+000,4.08115045E+000,5.74892370E-001
279.520000,1.00000000E-004,1.00000000E-001,3,2,1,2.10269804E+000,6.75287052E-001,1.42741099E+000
279.730000,1.00000000E-004,1.00000000E-001,3,2,1,1.58881501E+001,1.00868691E+000,1.48794632E+001
279.950000,1.00000000E-004,1.00000000E+000,3,1,2,5.83929652E+000,2.68966817E+000,3.14962835E+000
