Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
2.260000,1.00000000e-02,2.939240e+04,8.626166e+04,7.451075e+02,4.336133e-02,2
2.270000,1.00000000e-02,2.923693e+04,8.558699e+04,8.775651e+02,3.624168e-02,2
2.290000,1.00000000e-02,2.957311e+04,8.345218e+04,6.520208e+02,5.151148e-02,2
2.310000,1.00000000e-02,2.865342e+04,8.374856e+04,1.007524e+03,3.272241e-02,2
2.320000,1.00000000e-02,3.122536e+04,8.231686e+04,9.845908e+02,3.580568e-02,2
2.350000,1.00000000e-02,2.926205e+04,8.256198e+04,1.221248e+03,3.531766e-02,2
2.390000,1.00000000e-02,2.614117e+04,8.241631e+04,3.700561e+02,3.066099e-02,2
2.430000,1.00000000e-02,2.867006e+04,8.594570e+04,1.020042e+03,3.448437e-02,2
2.490000,1.00000000e-02,3.036869e+04,8.235900e+04,5.636342e+02,3.631291e-02,2
4.630000,1.00000000e-02,3.072471e+04,8.928331e+04,9.203144e+02,2.947597e-02,2
