Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
5.160000,3.98107171e-03,3.896721e+04,5.042512e+04,8.939234e+04,1.696813e+02,2
5.190000,3.98107171e-03,3.880605e+04,4.667951e+04,8.548557e+04,1.691596e+02,2
5.240000,3.98107171e-03,3.881211e+04,4.720687e+04,8.601898e+04,1.691314e+02,2
5.260000,3.98107171e-03,3.989978e+04,5.085553e+04,9.075531e+04,1.698071e+02,2
5.270000,3.98107171e-03,3.744600e+04,4.674520e+04,8.419120e+04,1.625706e+02,2
5.290000,5.01187234e-03,3.747805e+04,4.904662e+04,8.652467e+04,1.688036e+02,2
5.300000,3.98107171e-03,4.015562e+04,4.860962e+04,8.876524e+04,1.683885e+02,3
5.360000,3.98107171e-03,3.867029e+04,4.776773e+04,8.643802e+04,1.659052e+02,2
5.370000,3.98107171e-03,3.675431e+04,4.990818e+04,8.666249e+04,1.681085e+02,2
5.390000,3.98107171e-03,3.590895e+04,4.816003e+04,8.406898e+04,1.615561e+02,2
