Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
159.540000,1.00000000e-02,5.909489e+03,4.091422e+04,4.340564e+03,3.819063e-02,3
159.540000,1.00000000e-02,5.909489e+03,4.091422e+04,5.671008e+03,4.454681e-02,3
160.430000,1.00000000e-02,2.743911e+03,2.371396e+04,6.122376e+03,5.121601e-02,2
160.430000,1.00000000e-02,2.743911e+03,2.371396e+04,8.871923e+03,5.898066e-02,2
169.500000,1.00000000e-02,2.146375e+03,2.165775e+04,3.319359e+03,3.814845e-02,1
169.500000,1.00000000e-02,2.146375e+03,2.165775e+04,4.706552e+03,6.715913e-02,1
169.660000,1.00000000e-03,4.932672e+06,7.678304e+05,8.772764e+04,1.332264e-01,4
169.660000,1.00000000e-03,4.932672e+06,7.678304e+05,1.926215e+05,1.621016e-01,4
170.440000,1.00000000e-02,1.535296e+03,2.171304e+04,9.208029e+03,4.942081e-02,1
170.440000,1.00000000e-02,1.535296e+03,2.171304e+04,2.749974e+03,3.840142e-02,1
