Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
60.480000,1.00000000e-04,1.541375e+04,9.590489e+03,2.500424e+04,1.030644e+02,3
60.480000,1.00000000e-04,1.541375e+04,9.590489e+03,2.500424e+04,1.030644e+02,3
69.760000,1.00000000e-04,2.819040e+04,2.001597e+04,4.820637e+04,1.298439e+02,5
69.760000,1.00000000e-04,2.819040e+04,2.001597e+04,4.820637e+04,1.298439e+02,5
70.450000,1.00000000e-04,1.435850e+04,9.115408e+03,2.347390e+04,9.224655e+01,5
70.450000,1.00000000e-04,1.435850e+04,9.115408e+03,2.347390e+04,9.224655e+01,5
79.560000,1.99526231e-04,1.337681e+05,6.253112e+04,1.962992e+05,1.388691e+02,4
79.560000,1.99526231e-04,1.337681e+05,6.253112e+04,1.962992e+05,1.388691e+02,4
79.800000,1.00000000e-04,4.562146e+04,3.674382e+04,8.236527e+04,1.547845e+02,3
79.800000,1.00000000e-04,4.562146e+04,3.674382e+04,8.236527e+04,1.547845e+02,3
