Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
19.510000,1.00000000e-02,2.579663e+04,6.531093e+04,6.629750e+03,5.311523e-02,2
20.380000,1.00000000e-02,2.467465e+04,6.070080e+04,4.250554e+03,5.340760e-02,3
29.520000,1.00000000e-02,1.774685e+04,6.504391e+04,3.645127e+03,4.158582e-02,2
30.400000,1.00000000e-02,2.509340e+04,6.017026e+04,6.159305e+03,4.625584e-02,2
39.520000,1.00000000e-02,2.193324e+04,6.728277e+04,2.485153e+03,4.305736e-02,2
40.430000,1.00000000e-02,2.414888e+04,6.268662e+04,7.042382e+03,6.705152e-02,2
49.570000,1.00000000e-02,2.431550e+04,6.035599e+04,1.854265e+03,3.523654e-02,2
59.550000,1.00000000e-02,2.539811e+04,6.722435e+04,2.860361e+03,4.524398e-02,2
69.530000,1.00000000e-02,2.315211e+04,6.830552e+04,1.978710e+03,3.224629e-02,2
79.580000,1.00000000e-02,2.487278e+04,7.100331e+04,1.420106e+03,3.514301e-02,2
