Temperature,SelectedLambda,MeanResidual,PeakCount
19.510000,1.00000000e-04,8.987068e+01,4
20.380000,1.00000000e-04,8.909122e+01,5
29.520000,1.00000000e-04,8.581792e+01,4
30.400000,1.00000000e-04,8.421011e+01,5
39.520000,1.00000000e-04,8.353684e+01,5
40.430000,1.00000000e-04,8.093036e+01,5
49.570000,1.00000000e-04,7.939586e+01,3
59.550000,1.00000000e-04,7.680171e+01,5
69.530000,1.00000000e-04,7.600244e+01,5
79.580000,1.00000000e-04,7.589374e+01,4
