Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
150.400000,1.00000000e-02,8.001880e+05,3.502243e+06,2.855152e+05,8.315007e-02,3
150.500000,1.00000000e-02,2.414410e+05,6.981618e+05,6.062542e+04,7.099474e-02,3
159.500000,1.00000000e-01,3.651503e+07,7.718071e+07,1.449953e+04,0.000000e+00,2
160.500000,1.00000000e-02,2.191017e+06,8.917463e+06,2.961825e+05,5.061060e-02,4
169.500000,1.00000000e-02,2.984491e+06,9.351534e+06,4.297942e+05,1.820404e-01,2
170.500000,1.00000000e-02,1.297936e+06,3.184376e+06,2.014716e+05,1.325979e-01,4
179.500000,1.00000000e-01,2.872611e+06,6.662150e+06,1.587423e+04,0.000000e+00,2
180.400000,1.00000000e-02,1.438656e+06,1.927769e+06,1.220712e+05,1.318181e-01,2
180.500000,1.00000000e-02,2.581552e+07,9.133163e+06,1.724791e+05,1.261714e-01,4
189.500000,1.00000000e-02,2.093589e+05,1.036949e+06,9.115815e+04,4.624448e-02,2
