Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
94.500000,1.00000000e-01,3.490785e+07,6.283498e+07,3.136087e+04,0.000000e+00,3
95.400000,1.00000000e-02,9.873368e+06,6.933167e+06,2.585069e+05,4.232469e-02,3
96.500000,1.00000000e-01,7.639571e+07,2.982996e+08,2.604549e+04,0.000000e+00,2
97.500000,1.00000000e-01,7.603046e+07,1.315008e+08,3.203539e+04,0.000000e+00,3
99.500000,1.00000000e-01,6.386999e+08,8.807386e+08,4.625644e+04,0.000000e+00,2
100.500000,1.00000000e-01,2.319463e+06,3.226844e+07,2.567853e+04,0.000000e+00,3
101.500000,1.00000000e-01,6.082378e+07,2.399451e+08,4.841858e+04,0.000000e+00,1
102.700000,1.00000000e-02,5.336451e+08,2.340638e+08,5.343212e+05,2.554660e-01,4
104.500000,1.00000000e-01,7.922189e+07,4.894008e+08,4.458360e+04,0.000000e+00,3
105.500000,1.00000000e-02,7.790025e+07,4.858331e+07,8.222807e+05,1.762162e-01,2
