Temperature,SelectedLambda,MeanResidual,PeakCount
40.400000,1.00000000e-04,1.309878e+02,4
49.500000,1.00000000e-04,1.530604e+02,5
50.400000,1.00000000e-04,1.113539e+02,4
59.500000,7.94328235e-04,5.257832e+05,3
60.400000,1.00000000e-04,4.139327e+05,2
69.500000,1.00000000e-04,6.937183e+03,3
70.500000,3.16227766e-03,6.602448e+03,3
79.500000,1.00000000e-04,1.477414e+02,4
84.500000,1.00000000e-04,3.025917e+02,5
89.500000,1.00000000e-04,7.147726e+01,4
