Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
219.630000,1.00000000e-03,3.864416e+05,7.069181e+05,5.001727e+04,6.267289e-02,3
220.480000,1.00000000e-02,8.099029e+05,1.427703e+06,3.842861e+04,3.733195e-01,2
229.570000,1.00000000e-02,4.989873e+05,1.234490e+06,1.918464e+04,1.856554e-01,1
230.440000,1.00000000e-02,1.439204e+06,1.405163e+06,3.954390e+04,3.278210e-01,2
239.570000,1.00000000e-02,3.134334e+06,2.138661e+06,1.545036e+04,2.751112e-01,1
240.420000,1.00000000e-03,2.991982e+05,5.916642e+05,1.556959e+05,1.348788e-01,3
249.500000,1.00000000e-02,3.980602e+05,1.100702e+06,7.145701e+04,1.104138e-01,3
250.470000,1.00000000e-03,3.394683e+05,4.449482e+05,5.423546e+05,6.599318e-02,3
259.560000,1.00000000e-02,7.202561e+05,2.164063e+06,4.732197e+04,1.916223e-01,1
269.570000,1.00000000e-02,5.358728e+05,2.724625e+06,7.724817e+04,2.006619e-01,2
