Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
279.730000,1.25892541e-04,1.152947e+05,3.714463e+04,1.524393e+05,2.355499e+02,5
279.950000,1.25892541e-04,1.162628e+05,3.740590e+04,1.536687e+05,2.355312e+02,5
1.560000,1.58489319e-04,8.959382e+04,3.738420e+04,1.269780e+05,2.042684e+02,4
1.570000,1.58489319e-04,8.916382e+04,3.739678e+04,1.265606e+05,2.041571e+02,4
1.580000,1.58489319e-04,8.978120e+04,3.733245e+04,1.271137e+05,2.043323e+02,4
1.590000,1.58489319e-04,8.922909e+04,3.704909e+04,1.262782e+05,2.043900e+02,4
1.850000,1.58489319e-04,1.008893e+05,3.731606e+04,1.382053e+05,2.073052e+02,5
2.470000,1.25892541e-04,9.429424e+04,3.698697e+04,1.312812e+05,2.064789e+02,5
4.520000,1.00000000e-04,9.864287e+04,3.681107e+04,1.354539e+05,2.110899e+02,5
7.570000,1.58489319e-04,9.592051e+04,3.590107e+04,1.318216e+05,2.149280e+02,5
