Bayes-DRT MATLAB 2011 workflow (Re/Im CV) ??? merged all temperatures
Dataset: S2422Al.xlsx
Generated: 13-Jul-2026 09:00:46
Total temperatures: 100

Aggregate summary
Mean selected lambda: 9.52298931E-002
Mean real-part CV: 3.88512320E+011
Mean imag-part CV: 7.06510596E+011
Mean total CV: 1.09502292E+012
Mean absolute residual: 5.89934082E+004
Mean peak count: 2.9500
Max peak count: 6

Per-temperature detail
TemperatureK,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
2.000000,1.00000000E-003,1.05171975E+013,4.16241610E+013,5.21413585E+013,1.45690932E+006,2
5.000000,1.00000000E-008,2.61031771E+009,4.57707511E+009,7.18739281E+009,2.84630353E+004,3
5.000000,1.00000000E-002,8.80156977E+009,6.15590913E+009,1.49574789E+010,3.80160489E+004,2
5.000000,3.16227766E-001,3.50222133E+010,1.45278492E+010,4.95500624E+010,6.66280101E+004,1
5.000000,3.16227766E-001,7.24765618E+009,5.13334655E+009,1.23810027E+010,5.28507040E+004,2
8.000000,1.00000000E-003,6.02504366E+008,8.91533255E+008,1.49403762E+009,1.30700469E+004,2
8.000000,1.00000000E-002,5.78617911E+008,4.92151085E+008,1.07076900E+009,1.09328297E+004,2
8.000000,1.00000000E-002,8.05389424E+008,7.03650916E+008,1.50904034E+009,1.31305094E+004,2
8.000000,1.00000000E-008,1.68102249E+013,8.04034735E+012,2.48505722E+013,1.10873199E+006,2
10.000000,1.00000000E-008,4.68576294E+008,4.03471665E+008,8.72047959E+008,1.07411304E+004,3
10.000000,3.16227766E-008,2.86407310E+008,3.90683585E+008,6.77090894E+008,8.43810925E+003,6
10.000000,3.16227766E-003,3.66208208E+008,5.63434524E+008,9.29642732E+008,9.97456815E+003,2
10.000000,3.16227766E-002,3.21420853E+012,4.21215376E+012,7.42636229E+012,8.48596770E+005,2
15.000000,1.00000000E-001,4.66445583E+008,1.92780711E+008,6.59226294E+008,1.10795617E+004,2
15.000000,1.00000000E-004,1.91975795E+008,1.32153240E+008,3.24129035E+008,5.60662054E+003,3
15.000000,3.16227766E-004,2.27772232E+008,1.63823944E+008,3.91596177E+008,6.03460840E+003,2
15.000000,1.00000000E+000,6.34382522E+012,1.50658737E+013,2.14096989E+013,1.06499290E+006,1
20.000000,3.16227766E-003,6.23327328E+007,6.32717375E+007,1.25604470E+008,3.92617634E+003,3
20.000000,1.00000000E-001,2.52049527E+008,1.93058773E+008,4.45108299E+008,1.06647904E+004,2
20.000000,3.16227766E-007,5.35210085E+007,8.71040573E+007,1.40625066E+008,3.98914938E+003,4
30.000000,3.16227766E-007,2.85134652E+007,3.15536728E+007,6.00671380E+007,3.11069187E+003,5
30.000000,1.00000000E+000,1.58906161E+012,8.18103451E+011,2.40716507E+012,4.46291245E+005,1
30.000000,1.00000000E-004,2.31479454E+007,2.92139265E+007,5.23618718E+007,2.57850164E+003,4
40.000000,1.00000000E-007,2.32026278E+007,1.19247278E+007,3.51273556E+007,2.56248590E+003,3
40.000000,3.16227766E-004,2.09621748E+007,1.44351253E+007,3.53973002E+007,1.99312612E+003,3
40.000000,1.00000000E-008,1.27032754E+007,1.72962402E+007,2.99995157E+007,2.06068517E+003,6
40.000000,1.00000000E-002,1.27338690E+011,5.74670939E+011,7.02009629E+011,1.78390146E+005,2
50.000000,3.16227766E-002,3.52384632E+008,1.02666891E+008,4.55051523E+008,1.03472533E+004,3
50.000000,3.16227766E-005,9.03455507E+006,7.22650321E+006,1.62610583E+007,1.54548672E+003,6
50.000000,1.00000000E-003,8.61386883E+006,1.22796952E+007,2.08935640E+007,1.73193308E+003,2
50.000000,3.16227766E-001,4.74431313E+008,3.38310507E+008,8.12741820E+008,1.21054055E+004,2
50.000000,3.16227766E-003,7.24306518E+010,4.26948161E+010,1.15125468E+011,9.60194894E+004,2
60.000000,3.16227766E-005,4.41731606E+006,5.92959087E+006,1.03469069E+007,1.27257910E+003,3
60.000000,1.00000000E-008,6.33000162E+006,6.66944982E+006,1.29994514E+007,1.83895443E+003,3
60.000000,3.16227766E-005,7.70077175E+010,3.47287554E+010,1.11736473E+011,9.79759361E+004,3
70.000000,3.16227766E-004,1.28772250E+007,7.77875047E+006,2.06559755E+007,1.69957801E+003,4
70.000000,1.00000000E+000,7.60741041E+007,1.15182469E+008,1.91256573E+008,8.21735654E+003,1
70.000000,3.16227766E-002,3.86804843E+010,2.01835345E+011,2.40515829E+011,1.28932974E+005,2
80.000000,1.00000000E-008,8.72282134E+006,8.59894755E+006,1.73217689E+007,1.86823609E+003,5
80.000000,1.00000000E-004,3.14874184E+006,2.09537252E+006,5.24411437E+006,9.35027326E+002,3
80.000000,3.16227766E-001,2.87929585E+008,1.38139618E+008,4.26069203E+008,9.55018638E+003,1
80.000000,1.00000000E-006,4.35260477E+006,3.04010477E+006,7.39270954E+006,1.10442388E+003,4
85.000000,3.16227766E-002,7.77452094E+006,7.51506514E+006,1.52895861E+007,1.56329718E+003,2
85.000000,3.16227766E-004,2.32759692E+007,4.71728795E+006,2.79932571E+007,1.95638334E+003,3
90.000000,1.00000000E-004,4.29383699E+006,6.44802713E+006,1.07418641E+007,1.25729303E+003,4
90.000000,1.00000000E-003,2.07380991E+007,9.65239722E+006,3.03904964E+007,1.97371534E+003,2
95.000000,3.16227766E-001,1.40869403E+007,3.04098211E+007,4.44967614E+007,3.14627288E+003,1
96.000000,3.16227766E-003,4.27471281E+006,2.51944388E+006,6.79415669E+006,1.06896135E+003,2
97.000000,3.16227766E-001,1.24582829E+008,8.33856962E+007,2.07968525E+008,6.39233503E+003,1
98.000000,3.16227766E-001,5.76262172E+007,4.13935441E+007,9.90197613E+007,5.32994550E+003,2
100.000000,1.00000000E+000,3.20261429E+008,1.79224219E+008,4.99485647E+008,1.17637946E+004,2
100.000000,3.16227766E-001,7.20699075E+006,1.61653729E+007,2.33723637E+007,2.77564837E+003,1
102.000000,1.00000000E-001,1.65944732E+008,6.16372934E+007,2.27582025E+008,4.81646011E+003,1
103.000000,1.00000000E-005,1.20718864E+008,3.35704852E+007,1.54289349E+008,4.73960664E+003,3
105.000000,3.16227766E-006,2.97763657E+007,1.57258994E+007,4.55022650E+007,2.87166808E+003,3
105.000000,1.00000000E+000,7.69919180E+007,1.21822245E+008,1.98814163E+008,7.61727901E+003,1
