Temperature,SelectedLambda,MeanResidual,PeakCount
150.400000,1.00000000e-04,8.135599e+02,4
150.500000,1.00000000e-04,3.083125e+02,4
159.500000,1.00000000e-04,3.015723e+03,3
160.500000,1.00000000e-04,1.180322e+03,5
169.500000,1.00000000e-04,1.460670e+03,4
170.500000,1.00000000e-04,6.857023e+02,6
179.500000,1.00000000e-04,1.146166e+03,5
180.400000,1.00000000e-04,5.638037e+02,4
180.500000,1.00000000e-04,1.240783e+03,5
189.500000,1.00000000e-04,4.217136e+02,4
