Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
79.570000,1.00000000e-02,4.431690e+05,2.256209e+06,1.977749e+05,6.938135e-02,2
84.520000,1.00000000e-02,2.291235e+05,1.878470e+06,9.900047e+04,6.802170e-02,3
85.430000,1.00000000e-02,2.189783e+05,1.809271e+06,1.557878e+05,7.419135e-02,1
89.550000,1.00000000e-02,8.882291e+04,1.683988e+06,9.303361e+04,6.415118e-02,2
94.550000,1.00000000e-02,2.357019e+05,1.506125e+06,1.418846e+05,7.136488e-02,3
96.510000,1.00000000e-02,1.871382e+05,1.423579e+06,2.110089e+05,7.986318e-02,2
97.440000,1.00000000e-02,3.103799e+05,1.342406e+06,1.335879e+05,8.364555e-02,1
99.560000,1.00000000e-02,2.071864e+05,1.360480e+06,1.696522e+05,6.714263e-02,1
101.560000,1.00000000e-02,1.754379e+05,1.289039e+06,7.546948e+04,5.822860e-02,3
102.520000,1.00000000e-02,1.544899e+05,1.313481e+06,1.479544e+05,8.536881e-02,1
