Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
102.560000,1.00000000e-04,1.561505e+06,2.286600e+06,3.848104e+06,8.465826e+02,4
104.540000,1.00000000e-04,1.981230e+06,1.312047e+06,3.293277e+06,7.917388e+02,4
105.470000,1.00000000e-04,1.288334e+06,2.144275e+06,3.432609e+06,7.895116e+02,4
107.530000,1.00000000e-04,1.747878e+06,1.488841e+06,3.236720e+06,7.822805e+02,3
108.400000,1.58489319e-04,1.690461e+06,1.512122e+06,3.202583e+06,8.020401e+02,3
109.560000,3.16227766e-04,2.054730e+06,1.608144e+06,3.662874e+06,7.904333e+02,3
119.560000,1.00000000e-04,1.094398e+06,1.240986e+06,2.335384e+06,6.763992e+02,3
129.540000,1.00000000e-04,7.140680e+05,1.209163e+06,1.923230e+06,6.441678e+02,3
130.170000,1.00000000e-04,1.072836e+06,1.030666e+06,2.103502e+06,6.532649e+02,4
139.550000,1.00000000e-04,9.371027e+05,5.917280e+05,1.528831e+06,5.776124e+02,4
