Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
4.900000,6.30957344e-02,6.163814e+09,8.078080e+09,1.424189e+10,3.555678e+04,1
4.900000,6.30957344e-02,6.163814e+09,8.078080e+09,1.424189e+10,3.555678e+04,1
5.200000,1.25892541e-03,5.131112e+09,8.411926e+09,1.354304e+10,3.137229e+04,4
5.200000,1.25892541e-03,5.131112e+09,8.411926e+09,1.354304e+10,3.137229e+04,4
5.500000,3.98107171e-04,1.155297e+10,7.820934e+09,1.937390e+10,3.645139e+04,5
5.500000,3.98107171e-04,1.155297e+10,7.820934e+09,1.937390e+10,3.645139e+04,5
7.500000,7.94328235e-04,2.236950e+09,1.644476e+09,3.881426e+09,1.770380e+04,5
7.500000,7.94328235e-04,2.236950e+09,1.644476e+09,3.881426e+09,1.770380e+04,5
8.000000,6.30957344e-02,1.574822e+09,1.374997e+09,2.949820e+09,1.800151e+04,1
8.000000,6.30957344e-02,1.574822e+09,1.374997e+09,2.949820e+09,1.800151e+04,1
