Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
230.000000,1.99526231e-04,1.876789e+05,2.074512e+05,3.951301e+05,2.503533e+02,4
230.000000,1.99526231e-04,1.876789e+05,2.074512e+05,3.951301e+05,2.503533e+02,4
240.000000,1.00000000e-04,1.349482e+05,1.824059e+05,3.173541e+05,2.389769e+02,4
240.000000,1.00000000e-04,1.349482e+05,1.824059e+05,3.173541e+05,2.389769e+02,4
249.900000,1.00000000e-04,1.495335e+05,9.942003e+04,2.489535e+05,2.133159e+02,4
249.900000,1.00000000e-04,1.495335e+05,9.942003e+04,2.489535e+05,2.133159e+02,4
250.000000,1.58489319e-04,2.783944e+05,3.451325e+05,6.235269e+05,2.805259e+02,5
250.000000,1.58489319e-04,2.783944e+05,3.451325e+05,6.235269e+05,2.805259e+02,5
259.900000,1.58489319e-03,1.869213e+05,3.146025e+05,5.015238e+05,2.866237e+02,3
259.900000,1.58489319e-03,1.869213e+05,3.146025e+05,5.015238e+05,2.866237e+02,3
