Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
40.450000,1.00000000e-01,1.102666e+10,4.860035e+10,3.710773e+06,0.000000e+00,2
49.510000,1.00000000e-02,5.147906e+04,1.370666e+05,3.342950e+01,1.976472e-01,3
59.530000,1.00000000e-02,5.440772e+04,1.002775e+05,5.718504e+01,1.830746e-01,2
60.470000,1.00000000e-02,5.408057e+04,1.209763e+05,6.242635e+01,1.225413e-01,4
69.540000,1.00000000e-02,3.376951e+11,1.375760e+12,5.292887e+08,6.322760e-02,4
79.520000,1.00000000e-02,5.226312e+04,1.335100e+05,1.104900e+02,2.254258e-01,2
84.520000,1.00000000e-02,1.801635e+10,1.592952e+11,1.318399e+08,2.533196e-02,2
89.580000,1.00000000e-02,7.205120e+10,1.989263e+11,3.726177e+08,5.494526e-02,2
94.590000,1.00000000e-01,1.325625e+11,6.135514e+11,1.817395e+07,0.000000e+00,1
96.510000,1.00000000e-01,4.368735e+11,7.504085e+12,2.862342e+08,0.000000e+00,1
