Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
249.510000,1.99526231e-03,6.016845e+04,3.922788e+04,9.939633e+04,1.844067e+02,2
249.680000,1.58489319e-03,5.445115e+04,3.881905e+04,9.327020e+04,1.834131e+02,3
250.360000,1.25892541e-04,6.795148e+04,3.901472e+04,1.069662e+05,1.917961e+02,4
259.550000,3.98107171e-03,5.593167e+04,3.702871e+04,9.296038e+04,2.078374e+02,2
259.890000,1.58489319e-04,1.143613e+05,3.766088e+04,1.520222e+05,2.345300e+02,5
260.200000,1.58489319e-04,1.138379e+05,3.737573e+04,1.512136e+05,2.341903e+02,5
260.420000,1.25892541e-04,1.147244e+05,3.743589e+04,1.521603e+05,2.347391e+02,5
269.570000,1.58489319e-04,1.154173e+05,3.756827e+04,1.529856e+05,2.355445e+02,5
270.400000,1.58489319e-04,1.142705e+05,3.725452e+04,1.515250e+05,2.348706e+02,4
279.520000,1.25892541e-04,1.164125e+05,3.725930e+04,1.536718e+05,2.360077e+02,4
