Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
2.100000,1.25892541e-02,7.648301e+10,6.281873e+10,1.393017e+11,1.077931e+05,3
2.100000,1.25892541e-02,7.648301e+10,6.281873e+10,1.393017e+11,1.077931e+05,3
2.200000,1.00000000e-01,1.435921e+11,2.007447e+11,3.443368e+11,1.416704e+05,3
2.200000,1.00000000e-01,1.435921e+11,2.007447e+11,3.443368e+11,1.416704e+05,3
2.300000,5.01187234e-03,1.298347e+11,1.028746e+11,2.327093e+11,1.181415e+05,5
2.300000,5.01187234e-03,1.298347e+11,1.028746e+11,2.327093e+11,1.181415e+05,5
2.500000,6.30957344e-03,5.064833e+10,3.273677e+10,8.338510e+10,8.441609e+04,3
2.500000,6.30957344e-03,5.064833e+10,3.273677e+10,8.338510e+10,8.441609e+04,3
4.600000,6.30957344e-02,6.388705e+09,5.251157e+09,1.163986e+10,3.482806e+04,1
4.600000,6.30957344e-02,6.388705e+09,5.251157e+09,1.163986e+10,3.482806e+04,1
