Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
30.000000,1.00000000e-02,1.215155e+08,1.876827e+08,3.801417e+06,1.844273e-01,3
30.000000,1.00000000e-02,1.215155e+08,1.876827e+08,1.237388e+06,1.667268e-01,3
40.000000,1.00000000e-02,7.528762e+07,8.818311e+07,1.399102e+06,1.705482e-01,3
40.000000,1.00000000e-02,7.528762e+07,8.818311e+07,1.244586e+06,1.655164e-01,3
50.000000,1.00000000e-02,4.952972e+06,4.884434e+07,2.701806e+06,9.574343e-02,3
50.000000,1.00000000e-02,4.952972e+06,4.884434e+07,1.757354e+06,9.008614e-02,3
60.100000,1.00000000e-02,1.769065e+07,2.932562e+07,4.017857e+05,1.147975e-01,3
60.100000,1.00000000e-02,1.769065e+07,2.932562e+07,5.723808e+05,1.178279e-01,3
70.100000,1.00000000e-02,1.397310e+06,1.846774e+07,1.516873e+06,1.026008e-01,3
70.100000,1.00000000e-02,1.397310e+06,1.846774e+07,5.108185e+05,1.067668e-01,3
