Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
7.600000,1.00000000e-03,1.400125e+13,2.648581e+13,4.182939e+10,6.589418e-01,2
8.300000,1.00000000e-02,2.858418e+08,1.503655e+09,1.017389e+07,9.247790e-02,2
8.500000,1.00000000e-02,7.284440e+08,1.070769e+09,1.289028e+07,3.139899e-02,3
9.500000,1.00000000e-02,5.281463e+08,9.428299e+08,6.694427e+06,6.351330e-02,2
9.700000,1.00000000e-01,1.512577e+12,7.634521e+12,1.704070e+08,1.135528e-02,1
10.100000,1.00000000e-03,4.970441e+09,8.801005e+08,3.910020e+07,2.474120e-01,2
10.400000,1.00000000e-02,2.412976e+08,6.815512e+08,1.468131e+07,6.980554e-02,2
14.500000,1.00000000e-02,4.999115e+08,4.102319e+08,1.012277e+07,1.643822e-01,2
14.600000,1.00000000e-01,8.046058e+12,2.270846e+13,1.553947e+09,0.000000e+00,1
15.300000,1.00000000e-01,1.220622e+08,6.592263e+08,1.130469e+06,0.000000e+00,2
