Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
40.400000,1.00000000e-02,7.904689e+04,1.643418e+05,3.421840e+04,2.650419e-01,2
9.500000,1.00000000e-02,3.641090e+05,1.790505e+06,5.930413e+04,5.172829e-02,2
10.200000,1.00000000e-02,1.227628e+05,1.316457e+06,1.180865e+05,6.237220e-02,3
14.500000,1.00000000e-02,1.926449e+04,6.001278e+05,1.283332e+05,4.688381e-02,3
15.300000,1.00000000e-02,3.904822e+04,5.816030e+05,1.766221e+05,9.491447e-02,2
19.500000,1.00000000e-02,3.095714e+04,4.349585e+05,5.929618e+04,3.257130e-02,2
20.400000,1.00000000e-02,9.852118e+04,5.441306e+05,8.810634e+04,5.656369e-02,3
29.500000,1.00000000e-01,1.292318e+08,2.876688e+08,1.390959e+05,0.000000e+00,3
30.500000,1.00000000e-02,4.309218e+04,2.608331e+05,7.582009e+04,8.465958e-02,3
39.500000,1.00000000e-02,1.271192e+04,1.404213e+05,7.128107e+04,8.828542e-02,3
