Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
149.570000,1.00000000e-04,7.094663e+05,6.215697e+05,1.331036e+06,5.484020e+02,3
159.570000,1.58489319e-04,8.081071e+05,6.593906e+05,1.467498e+06,5.244940e+02,3
169.530000,1.00000000e-04,4.669521e+05,3.786374e+05,8.455895e+05,4.560508e+02,4
169.800000,1.99526231e-04,4.674969e+05,4.823998e+05,9.498967e+05,4.621917e+02,2
179.510000,1.00000000e-04,3.413543e+05,3.603873e+05,7.017416e+05,4.200616e+02,4
180.280000,1.00000000e-04,3.833860e+05,3.792897e+05,7.626757e+05,4.174504e+02,4
189.530000,1.58489319e-04,3.338430e+05,4.043405e+05,7.381835e+05,4.268988e+02,5
199.570000,1.99526231e-04,3.474097e+05,2.485697e+05,5.959794e+05,4.207091e+02,3
209.500000,2.51188643e-04,3.964053e+05,2.362850e+05,6.326903e+05,4.334991e+02,3
210.450000,1.99526231e-04,2.213531e+05,2.976558e+05,5.190088e+05,3.879931e+02,3
