Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
160.100000,1.00000000e-02,1.083544e+06,1.945039e+06,7.952353e+04,1.954782e-01,3
160.100000,1.00000000e-02,1.083544e+06,1.945039e+06,2.030470e+05,2.054765e-01,3
170.100000,1.00000000e-02,9.490477e+05,1.474744e+06,2.109886e+05,1.549926e-01,2
170.100000,1.00000000e-02,9.490477e+05,1.474744e+06,3.370019e+05,1.485343e-01,2
179.900000,1.00000000e-01,2.591866e+08,9.107872e+08,8.091719e+04,0.000000e+00,2
179.900000,1.00000000e-01,2.591866e+08,9.107872e+08,6.317933e+04,0.000000e+00,2
180.100000,1.00000000e-02,6.089992e+05,1.274386e+06,3.913843e+05,1.252394e-01,3
180.100000,1.00000000e-02,6.089992e+05,1.274386e+06,4.335299e+05,1.196340e-01,3
190.000000,1.00000000e-02,1.630925e+07,2.183701e+07,3.061509e+05,7.292143e-02,4
190.000000,1.00000000e-02,1.630925e+07,2.183701e+07,5.312707e+05,8.817530e-02,4
