Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
20.070000,5.01187234e-03,4.496410e+04,5.078150e+04,9.574561e+04,1.725934e+02,2
20.200000,5.01187234e-03,4.322740e+04,5.083351e+04,9.406091e+04,1.716704e+02,2
20.310000,5.01187234e-03,4.223645e+04,5.103199e+04,9.326845e+04,1.715727e+02,2
20.430000,3.98107171e-03,4.525354e+04,5.074888e+04,9.600242e+04,1.729641e+02,2
20.440000,5.01187234e-03,4.160231e+04,5.291951e+04,9.452182e+04,1.695068e+02,2
20.480000,5.01187234e-03,3.942327e+04,5.458513e+04,9.400840e+04,1.664637e+02,2
30.380000,3.98107171e-03,3.850394e+04,5.230917e+04,9.081311e+04,1.650246e+02,2
40.420000,5.01187234e-03,4.851320e+04,5.265191e+04,1.011651e+05,1.688208e+02,3
50.410000,5.01187234e-03,4.150017e+04,5.203247e+04,9.353264e+04,1.676006e+02,2
59.870000,3.98107171e-03,4.596324e+04,5.242030e+04,9.838355e+04,1.706352e+02,2
