Paper vs minimum-residual DRT comparison
Dataset: S2022Al.xlsx
Generated: 12-Jul-2026 23:48:55
Total temperatures: 77

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 2.4026
Mean peaks (paper method)   : 1.7273
Mean peak delta abs |paper-res| : 0.6753
Median peak delta abs |paper-res|: 0.0000
Temps paper has more peaks      : 0
Temps equal peaks               : 39
Temps paper has fewer peaks     : 38

Mean residual-change sensitivity % (residual-selected lambda): 5.28648770E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 1.99227054E+000
Mean sensitivity delta abs % |paper-res|                    : 3.84488547E+000
Median sensitivity delta abs % |paper-res|                  : 2.54130154E+000
Temps paper lower sensitivity                             : 54
Temps equal sensitivity                                   : 7
Temps paper higher sensitivity                            : 16

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
5.100000,1.00000000E-004,1.00000000E-001,2,1,1,1.21624214E+001,2.83301156E+000,9.32940984E+000
7.500000,1.00000000E-004,1.00000000E-002,2,2,0,1.91863430E+001,1.92212815E+000,1.72642149E+001
7.600000,1.00000000E-004,1.00000000E-003,2,2,0,9.46171792E+000,1.86550608E+000,7.59621184E+000
7.700000,1.00000000E-004,1.00000000E-001,3,1,2,1.04045355E+001,2.59591114E+000,7.80862436E+000
8.000000,1.00000000E-004,1.00000000E-003,3,3,0,5.26342496E+000,4.64319707E+000,6.20227890E-001
8.500000,1.00000000E-004,1.00000000E-002,3,2,1,1.27437408E+001,2.54429228E+000,1.01994485E+001
9.500000,1.00000000E-004,1.00000000E-001,3,1,2,1.99561465E+001,3.84097820E-001,1.95720487E+001
10.200000,1.00000000E-004,1.00000000E-003,3,3,0,6.02467359E+000,2.78525383E+000,3.23941976E+000
10.400000,1.00000000E-004,1.00000000E-002,2,2,0,2.89400623E+000,1.09896058E+000,1.79504565E+000
14.500000,1.00000000E-004,1.00000000E-001,3,1,2,1.02496632E+001,4.92928764E-001,9.75673444E+000
15.300000,1.00000000E-004,1.00000000E-002,2,2,0,4.61129477E+000,6.87414426E-001,3.92388034E+000
15.300000,1.00000000E-004,1.00000000E-001,2,1,1,5.04616816E+000,6.13378757E+000,1.08761941E+000
19.500000,1.00000000E-004,1.00000000E-002,2,2,0,1.04937978E+001,3.61787161E+000,6.87592619E+000
20.400000,1.00000000E-004,1.00000000E-002,3,2,1,1.21101409E+001,1.89245358E+000,1.02176873E+001
20.400000,1.00000000E-004,1.00000000E-002,2,2,0,6.07342167E+000,1.64777407E+000,4.42564760E+000
29.500000,1.00000000E-004,1.00000000E+000,3,2,1,2.05064616E+000,1.09170005E+000,9.58946110E-001
30.500000,1.00000000E-004,1.00000000E-001,3,1,2,8.20618038E+000,1.52190409E+000,6.68427629E+000
30.500000,1.00000000E-004,1.00000000E-003,2,2,0,2.94097177E-001,1.69422408E+000,1.40012690E+000
39.500000,1.00000000E-004,1.00000000E-002,2,2,0,3.11857138E+000,3.13007458E+000,1.15032000E-002
40.400000,1.00000000E-004,1.00000000E-002,3,2,1,6.67650151E+000,1.26259301E+000,5.41390850E+000
40.400000,1.00000000E-004,1.00000000E-003,2,2,0,7.92138417E+000,1.30504842E+000,6.61633575E+000
49.500000,1.00000000E-004,1.00000000E-002,3,2,1,1.16589726E+001,1.16770674E+000,1.04912659E+001
50.400000,1.00000000E-004,1.00000000E-003,3,2,1,5.61414577E+000,6.24918785E+000,6.35042080E-001
59.500000,1.00000000E-003,1.00000000E+000,1,1,0,1.51865178E+001,2.38360995E+000,1.28029079E+001
60.400000,1.00000000E-004,1.00000000E-001,2,1,1,6.04670619E-001,1.16842088E+000,5.63750261E-001
69.500000,1.00000000E-004,1.00000000E-001,2,1,1,1.72513918E+001,2.59687140E+000,1.46545204E+001
70.500000,1.00000000E-003,1.00000000E-001,2,1,1,7.91473019E+000,2.38042084E-002,7.89092598E+000
79.500000,1.00000000E-004,1.00000000E-001,3,1,2,9.11921256E-001,1.71655112E+000,8.04629864E-001
84.500000,1.00000000E-004,1.00000000E+000,4,1,3,1.16320353E+001,4.92694547E+000,6.70508983E+000
89.500000,1.00000000E-004,1.00000000E-003,2,2,0,5.01630697E+000,1.65249718E+000,3.36380979E+000
90.500000,1.00000000E-004,1.00000000E-004,2,2,0,6.51336310E-002,6.51336310E-002,0.00000000E+000
94.500000,1.00000000E-004,1.00000000E-003,2,2,0,5.77713561E+000,2.46271546E+000,3.31442015E+000
95.400000,1.00000000E-004,1.00000000E-004,2,2,0,1.95610302E+000,1.95610302E+000,0.00000000E+000
