Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
80.100000,3.98107171e-04,7.181488e+06,5.048548e+06,1.223004e+07,1.169185e+03,4
80.100000,3.98107171e-04,7.181488e+06,5.048548e+06,1.223004e+07,1.169185e+03,4
85.500000,1.00000000e-04,4.848886e+06,4.786340e+06,9.635226e+06,1.041117e+03,6
85.500000,1.00000000e-04,4.848886e+06,4.786340e+06,9.635226e+06,1.041117e+03,6
90.000000,1.00000000e-04,3.315712e+06,4.888358e+06,8.204070e+06,9.902338e+02,6
90.000000,1.00000000e-04,3.315712e+06,4.888358e+06,8.204070e+06,9.902338e+02,6
94.800000,1.58489319e-03,4.193503e+06,3.778324e+06,7.971827e+06,1.037450e+03,4
94.800000,1.58489319e-03,4.193503e+06,3.778324e+06,7.971827e+06,1.037450e+03,4
96.500000,1.00000000e-04,4.304665e+06,2.672978e+06,6.977643e+06,9.173599e+02,5
96.500000,1.00000000e-04,4.304665e+06,2.672978e+06,6.977643e+06,9.173599e+02,5
