Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
97.310000,1.00000000e-04,1.606871e+06,2.548481e+05,1.861719e+06,7.061350e+02,2
97.310000,1.00000000e-04,1.606871e+06,2.548481e+05,1.861719e+06,7.061350e+02,2
97.460000,1.00000000e-04,6.194884e+04,3.845026e+04,1.003991e+05,1.477722e+02,4
97.460000,1.00000000e-04,6.194884e+04,3.845026e+04,1.003991e+05,1.477722e+02,4
99.790000,1.00000000e-04,1.685704e+05,9.780574e+04,2.663762e+05,2.448487e+02,4
99.790000,1.00000000e-04,1.685704e+05,9.780574e+04,2.663762e+05,2.448487e+02,4
100.900000,6.30957344e-04,1.220659e+07,1.305312e+06,1.351190e+07,1.125113e+03,4
100.090000,6.30957344e-04,1.220659e+07,1.305312e+06,1.351190e+07,1.125113e+03,4
100.480000,1.00000000e-04,7.529172e+04,3.916618e+04,1.144579e+05,1.720811e+02,6
100.480000,1.00000000e-04,7.529172e+04,3.916618e+04,1.144579e+05,1.720811e+02,6
