Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
190.100000,1.00000000e-02,1.680403e+05,1.068739e+06,1.074044e+05,7.334049e-02,3
190.100000,1.00000000e-02,1.680403e+05,1.068739e+06,1.861828e+05,7.335554e-02,3
200.000000,1.00000000e-02,1.683729e+05,8.498990e+05,2.908832e+05,9.997151e-02,3
200.000000,1.00000000e-02,1.683729e+05,8.498990e+05,9.830898e+04,7.554695e-02,3
210.000000,1.00000000e-02,1.440914e+05,7.662942e+05,1.107081e+05,7.249181e-02,4
210.000000,1.00000000e-02,1.440914e+05,7.662942e+05,9.962119e+04,7.323086e-02,4
219.900000,1.00000000e-02,2.850848e+05,1.245904e+06,1.778814e+05,1.902109e-02,4
219.900000,1.00000000e-02,2.850848e+05,1.245904e+06,1.237415e+05,3.427485e-02,4
220.000000,1.00000000e-02,6.125199e+04,5.997139e+05,7.786105e+04,6.864193e-02,2
220.000000,1.00000000e-02,6.125199e+04,5.997139e+05,1.744874e+05,8.187358e-02,2
