Temperature,SelectedLambda,MeanResidual,PeakCount
97.310000,3.98107171e-04,7.051982e+02,2
97.310000,3.98107171e-04,7.051982e+02,2
97.460000,1.00000000e-04,1.462194e+02,4
97.460000,1.00000000e-04,1.462194e+02,4
99.790000,1.00000000e-04,2.423097e+02,4
99.790000,1.00000000e-04,2.423097e+02,4
100.900000,1.00000000e-04,1.138117e+03,5
100.090000,1.00000000e-04,1.138117e+03,5
100.480000,1.00000000e-04,1.692709e+02,6
100.480000,1.00000000e-04,1.692709e+02,6
