Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
104.500000,1.00000000e-04,7.725468e+03,7.742625e+03,1.546809e+04,6.571960e+01,5
105.300000,1.00000000e-04,4.554778e+03,7.494674e+03,1.204945e+04,6.443942e+01,5
107.500000,1.99526231e-04,6.000483e+03,7.504176e+03,1.350466e+04,6.434392e+01,5
108.400000,1.25892541e-04,6.456704e+03,7.197504e+03,1.365421e+04,6.103713e+01,5
109.500000,1.00000000e-04,5.564912e+03,7.324518e+03,1.288943e+04,6.130390e+01,4
110.400000,1.00000000e-04,5.433581e+03,7.361531e+03,1.279511e+04,6.337351e+01,5
119.500000,1.00000000e-04,6.555831e+03,6.912428e+03,1.346826e+04,6.026090e+01,5
120.400000,1.00000000e-04,4.473640e+03,6.504719e+03,1.097836e+04,6.020090e+01,6
129.600000,1.00000000e-04,3.502970e+03,6.026294e+03,9.529264e+03,5.715728e+01,5
139.600000,1.00000000e-01,6.730541e+10,5.404236e+10,1.213478e+11,1.096046e+05,4
