Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
210.270000,1.00000000e-02,6.070198e+03,8.868804e+04,5.903845e+04,8.828152e-02,2
210.210000,1.00000000e-02,6.070198e+03,8.868804e+04,4.755976e+04,7.932147e-02,2
210.460000,1.00000000e-02,2.035533e+03,1.742951e+04,3.672938e+03,4.782147e-02,2
210.460000,1.00000000e-02,2.035533e+03,1.742951e+04,3.720204e+03,5.157198e-02,2
220.130000,1.00000000e-02,3.993091e+05,4.732310e+05,1.543769e+04,1.783261e-01,3
220.130000,1.00000000e-02,3.993091e+05,4.732310e+05,2.754618e+04,1.937413e-01,3
229.610000,1.00000000e-01,3.987804e+07,5.547904e+07,2.709019e+03,0.000000e+00,2
229.610000,1.00000000e-01,3.987804e+07,5.547904e+07,2.383807e+03,0.000000e+00,2
239.530000,1.00000000e-02,2.484389e+07,1.302318e+08,4.809676e+04,1.747207e-01,4
239.530000,1.00000000e-02,2.484389e+07,1.302318e+08,5.267231e+04,1.894020e-01,4
