Bayes-DRT MATLAB 2011 workflow (Re/Im CV) ??? merged all temperatures
Dataset: S2302Al.xlsx
Generated: 13-Jul-2026 08:16:16
Total temperatures: 104

Aggregate summary
Mean selected lambda: 1.94106419E-001
Mean real-part CV: 9.32044754E+011
Mean imag-part CV: 1.64119876E+012
Mean total CV: 2.57324351E+012
Mean absolute residual: 8.97383836E+004
Mean peak count: 2.8750
Max peak count: 6

Per-temperature detail
TemperatureK,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
9.700000,3.16227766E-002,3.21420853E+012,4.21215376E+012,7.42636229E+012,8.48596770E+005,2
10.100000,1.00000000E-008,4.68576294E+008,4.03471665E+008,8.72047959E+008,1.07411304E+004,3
10.400000,3.16227766E-008,2.86407310E+008,3.90683585E+008,6.77090894E+008,8.43810925E+003,6
14.500000,3.16227766E-004,2.27772232E+008,1.63823944E+008,3.91596177E+008,6.03460840E+003,2
14.600000,1.00000000E+000,6.34382522E+012,1.50658737E+013,2.14096989E+013,1.06499290E+006,1
15.300000,1.00000000E-001,4.66445583E+008,1.92780711E+008,6.59226294E+008,1.10795617E+004,2
15.500000,1.00000000E-004,1.91975795E+008,1.32153240E+008,3.24129035E+008,5.60662054E+003,3
19.500000,3.16227766E-007,5.35210085E+007,8.71040573E+007,1.40625066E+008,3.98914938E+003,4
19.700000,1.00000000E-001,2.52049527E+008,1.93058773E+008,4.45108299E+008,1.06647904E+004,2
20.500000,3.16227766E-003,6.23327328E+007,6.32717375E+007,1.25604470E+008,3.92617634E+003,3
29.500000,1.00000000E-004,2.31479454E+007,2.92139265E+007,5.23618718E+007,2.57850164E+003,4
29.800000,1.00000000E+000,1.58906161E+012,8.18103451E+011,2.40716507E+012,4.46291245E+005,1
30.100000,3.16227766E-007,2.85134652E+007,3.15536728E+007,6.00671380E+007,3.11069187E+003,5
39.500000,1.00000000E-008,1.27032754E+007,1.72962402E+007,2.99995157E+007,2.06068517E+003,6
39.700000,1.00000000E-002,1.27338690E+011,5.74670939E+011,7.02009629E+011,1.78390146E+005,2
40.300000,1.00000000E-007,2.32026278E+007,1.19247278E+007,3.51273556E+007,2.56248590E+003,3
40.500000,3.16227766E-004,2.09621748E+007,1.44351253E+007,3.53973002E+007,1.99312612E+003,3
49.500000,1.00000000E-003,8.61386883E+006,1.22796952E+007,2.08935640E+007,1.73193308E+003,2
49.700000,3.16227766E-001,4.74431313E+008,3.38310507E+008,8.12741820E+008,1.21054055E+004,2
49.900000,3.16227766E-003,7.24306518E+010,4.26948161E+010,1.15125468E+011,9.60194894E+004,2
50.400000,3.16227766E-002,3.52384632E+008,1.02666891E+008,4.55051523E+008,1.03472533E+004,3
50.500000,3.16227766E-005,9.03455507E+006,7.22650321E+006,1.62610583E+007,1.54548672E+003,6
59.500000,1.00000000E-008,6.33000162E+006,6.66944982E+006,1.29994514E+007,1.83895443E+003,3
59.800000,3.16227766E-005,7.70077175E+010,3.47287554E+010,1.11736473E+011,9.79759361E+004,3
60.500000,3.16227766E-005,4.41731606E+006,5.92959087E+006,1.03469069E+007,1.27257910E+003,3
69.500000,1.00000000E+000,7.60741041E+007,1.15182469E+008,1.91256573E+008,8.21735654E+003,1
69.700000,3.16227766E-002,3.86804843E+010,2.01835345E+011,2.40515829E+011,1.28932974E+005,2
70.500000,3.16227766E-004,1.28772250E+007,7.77875047E+006,2.06559755E+007,1.69957801E+003,4
79.500000,3.16227766E-001,2.87929585E+008,1.38139618E+008,4.26069203E+008,9.55018638E+003,1
79.800000,1.00000000E-006,4.35260477E+006,3.04010477E+006,7.39270954E+006,1.10442388E+003,4
80.300000,1.00000000E-004,3.14874184E+006,2.09537252E+006,5.24411437E+006,9.35027326E+002,3
80.500000,1.00000000E-008,8.72282134E+006,8.59894755E+006,1.73217689E+007,1.86823609E+003,5
84.500000,3.16227766E-004,2.32759692E+007,4.71728795E+006,2.79932571E+007,1.95638334E+003,3
85.400000,3.16227766E-002,7.77452094E+006,7.51506514E+006,1.52895861E+007,1.56329718E+003,2
89.500000,1.00000000E-004,4.29383699E+006,6.44802713E+006,1.07418641E+007,1.25729303E+003,4
90.500000,1.00000000E-003,2.07380991E+007,9.65239722E+006,3.03904964E+007,1.97371534E+003,2
94.500000,3.16227766E-001,1.40869403E+007,3.04098211E+007,4.44967614E+007,3.14627288E+003,1
95.400000,3.16227766E-003,4.27471281E+006,2.51944388E+006,6.79415669E+006,1.06896135E+003,2
96.500000,3.16227766E-001,1.24582829E+008,8.33856962E+007,2.07968525E+008,6.39233503E+003,1
97.500000,3.16227766E-001,5.76262172E+007,4.13935441E+007,9.90197613E+007,5.32994550E+003,2
99.500000,1.00000000E+000,3.20261429E+008,1.79224219E+008,4.99485647E+008,1.17637946E+004,2
100.500000,3.16227766E-001,7.20699075E+006,1.61653729E+007,2.33723637E+007,2.77564837E+003,1
101.500000,1.00000000E-001,1.65944732E+008,6.16372934E+007,2.27582025E+008,4.81646011E+003,1
102.700000,1.00000000E-005,1.20718864E+008,3.35704852E+007,1.54289349E+008,4.73960664E+003,3
104.500000,1.00000000E+000,7.69919180E+007,1.21822245E+008,1.98814163E+008,7.61727901E+003,1
105.500000,3.16227766E-006,2.97763657E+007,1.57258994E+007,4.55022650E+007,2.87166808E+003,3
107.500000,1.00000000E-006,5.34320370E+006,4.69914963E+006,1.00423533E+007,1.43528735E+003,4
108.400000,1.00000000E-003,8.72205605E+006,8.23438772E+006,1.69564438E+007,2.14525087E+003,3
109.500000,3.16227766E-004,5.60726572E+006,4.57236465E+006,1.01796304E+007,1.64615717E+003,4
119.500000,1.00000000E-008,5.48647434E+006,3.49822988E+006,8.98470422E+006,1.35020920E+003,4
120.400000,3.16227766E-004,1.08558262E+008,3.13395049E+007,1.39897767E+008,3.63453787E+003,4
129.500000,3.16227766E-007,1.94843640E+008,3.64319881E+007,2.31275628E+008,6.67755528E+003,3
130.500000,3.16227766E-001,4.14957609E+008,1.94463184E+008,6.09420792E+008,7.28127878E+003,2
139.500000,1.00000000E-003,7.41382637E+006,1.09768712E+006,8.51151349E+006,1.07287679E+003,3
140.400000,1.00000000E-003,2.45145480E+006,1.88934558E+006,4.34080038E+006,1.08065925E+003,4
149.500000,3.16227766E-003,6.64321072E+005,3.88695280E+005,1.05301635E+006,4.40457408E+002,2
150.400000,3.16227766E-004,2.05547876E+006,1.06078802E+006,3.11626679E+006,8.16923398E+002,3
150.500000,3.16227766E-007,2.44845187E+005,2.76867423E+005,5.21712611E+005,3.06393960E+002,6
159.500000,3.16227766E-001,4.19731456E+007,2.04609364E+007,6.24340820E+007,3.57255530E+003,1
160.500000,3.16227766E-003,7.43860175E+006,1.39006213E+006,8.82866388E+006,1.20079750E+003,3
169.500000,1.00000000E-007,7.08758824E+006,2.05056226E+006,9.13815050E+006,1.45919622E+003,5
170.500000,1.00000000E-005,1.79722028E+006,1.14072959E+006,2.93794987E+006,6.83764526E+002,5
179.500000,1.00000000E-001,2.96508400E+006,3.69706621E+006,6.66215022E+006,1.50061720E+003,2
180.400000,3.16227766E-004,1.06535974E+006,6.44621983E+005,1.70998173E+006,5.72485355E+002,3
180.500000,1.00000000E-006,4.74420429E+006,3.30597859E+006,8.05018288E+006,1.23986115E+003,4
189.500000,1.00000000E-002,6.29203099E+005,4.07745511E+005,1.03694861E+006,4.47840150E+002,2
190.300000,3.16227766E-003,7.80292534E+005,3.26209972E+005,1.10650251E+006,4.60712074E+002,3
190.500000,1.00000000E-008,1.98063740E+006,1.12912027E+006,3.10975767E+006,7.16535103E+002,4
199.500000,1.00000000E-003,2.43216639E+005,1.98673501E+005,4.41890140E+005,2.72793227E+002,4
200.500000,3.16227766E-008,3.26061316E+006,2.56860558E+006,5.82921875E+006,9.59713768E+002,5
209.500000,1.00000000E-002,2.40444142E+006,5.32241272E+005,2.93668270E+006,7.60657725E+002,3
210.500000,1.00000000E-001,1.01822309E+007,6.40398846E+006,1.65862194E+007,1.90374129E+003,3
219.500000,1.00000000E-004,1.47719310E+006,1.27513641E+006,2.75232951E+006,8.41085360E+002,3
220.400000,3.16227766E-003,4.43195861E+005,4.05070324E+005,8.48266185E+005,4.24194411E+002,3
220.500000,3.16227766E-007,4.58160941E+005,4.16419441E+005,8.74580382E+005,4.73893660E+002,5
229.500000,1.00000000E-002,5.82290942E+005,2.92123541E+005,8.74414483E+005,5.65344260E+002,2
230.400000,1.00000000E-001,2.04247072E+006,2.17681214E+006,4.21928286E+006,1.10088673E+003,2
239.500000,3.16227766E-003,1.25140477E+006,2.90760181E+005,1.54216495E+006,4.95267763E+002,3
240.500000,3.16227766E-005,5.87622776E+005,2.99621987E+005,8.87244763E+005,4.83818542E+002,5
249.500000,3.16227766E-001,3.06307637E+006,4.71362936E+006,7.77670573E+006,1.74380494E+003,2
250.400000,3.16227766E-002,1.69060405E+006,2.98143867E+006,4.67204271E+006,7.57758757E+002,3
250.500000,1.00000000E-002,9.95765361E+006,2.18234258E+006,1.21399962E+007,2.21294682E+003,4
259.500000,3.16227766E-002,2.27284278E+005,2.54131608E+005,4.81415886E+005,3.78793743E+002,2
260.500000,1.00000000E-001,2.43013383E+006,1.24912426E+006,3.67925809E+006,8.85026721E+002,3
269.500000,3.16227766E-002,5.74743580E+005,4.76267293E+005,1.05101087E+006,4.96034376E+002,2
270.400000,1.00000000E-008,1.86417458E+005,1.22400521E+005,3.08817979E+005,3.00434522E+002,6
270.500000,1.00000000E-006,9.26467460E+006,2.58493809E+006,1.18496127E+007,1.08123278E+003,5
279.500000,3.16227766E-004,2.07981390E+005,1.12478206E+005,3.20459596E+005,3.10443755E+002,3
280.100000,3.16227766E-008,2.05793660E+005,1.34513810E+005,3.40307470E+005,3.08533548E+002,6
280.200000,3.16227766E-003,1.20720644E+006,4.84781937E+005,1.69198837E+006,6.61224319E+002,3
