Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
40.400000,5.01187234e-04,6.741325e+04,3.376302e+04,1.011763e+05,1.463098e+02,4
9.500000,1.00000000e-04,8.293051e+05,7.222921e+05,1.551597e+06,4.065565e+02,5
10.200000,1.58489319e-04,4.900001e+05,5.457852e+05,1.035785e+06,4.008512e+02,4
14.500000,1.99526231e-03,2.637415e+05,2.244207e+05,4.881622e+05,3.239139e+02,5
15.300000,1.25892541e-03,2.481609e+05,2.052803e+05,4.534413e+05,2.853883e+02,4
19.500000,2.51188643e-03,1.535137e+05,2.067335e+05,3.602472e+05,2.716065e+02,3
20.400000,1.00000000e-04,2.471716e+05,1.834501e+05,4.306216e+05,2.410539e+02,4
29.500000,1.00000000e-01,2.198383e+08,6.783053e+07,2.876688e+08,8.096086e+03,3
30.500000,1.00000000e-04,1.061201e+05,7.160689e+04,1.777270e+05,1.690204e+02,4
39.500000,7.94328235e-04,4.374669e+04,3.805396e+04,8.180065e+04,1.444789e+02,5
