Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
159.530000,2.51188643e-02,1.626307e+12,1.310633e+12,2.936939e+12,5.329054e+05,2
169.570000,1.00000000e-01,1.770401e+10,6.378044e+10,8.148446e+10,7.768889e+04,2
179.560000,1.00000000e-04,1.194229e+09,1.121527e+09,2.315756e+09,1.993137e+04,2
189.570000,1.00000000e-01,5.233675e+07,1.682988e+07,6.916662e+07,4.293119e+03,1
199.530000,6.30957344e-03,2.238394e+07,8.458019e+06,3.084196e+07,2.232543e+03,2
200.460000,1.99526231e-03,1.041268e+07,2.651394e+06,1.306408e+07,1.670563e+03,3
209.540000,3.98107171e-03,5.134972e+09,1.821462e+09,6.956434e+09,2.365054e+04,4
210.480000,1.00000000e-01,4.765670e+08,7.576153e+07,5.523285e+08,7.591607e+03,1
219.530000,1.00000000e-01,1.435980e+07,1.732338e+06,1.609213e+07,1.893041e+03,1
229.550000,1.00000000e-04,5.817465e+04,7.128356e+04,1.294582e+05,1.967130e+02,3
