Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
149.570000,1.00000000e-02,1.064187e+06,2.827426e+06,8.642211e+04,2.967622e-01,1
159.570000,1.00000000e-03,1.742166e+06,1.547215e+06,4.110965e+05,4.511782e-01,3
169.530000,1.00000000e-03,5.757117e+05,9.678654e+05,9.633675e+05,1.185807e-01,3
169.800000,1.00000000e-03,2.477720e+05,1.008954e+06,1.690253e+06,2.688014e-01,2
179.510000,1.00000000e-03,3.305305e+05,8.100317e+05,5.484373e+05,4.487832e-02,3
180.280000,1.00000000e-03,4.350518e+05,8.611263e+05,5.073833e+05,1.159768e-01,3
189.530000,1.00000000e-02,6.561198e+05,1.691803e+06,4.820707e+04,2.025676e-01,3
199.570000,1.00000000e-02,3.979770e+05,1.435138e+06,6.451126e+04,1.367971e-01,3
209.500000,1.00000000e-03,8.030026e+04,6.723292e+05,1.772116e+06,3.068033e-01,2
210.450000,1.00000000e-02,6.558441e+05,1.319026e+06,6.344968e+04,3.009068e-01,2
