Paper vs minimum-residual DRT comparison
Dataset: S2422Sap.xlsx
Generated: 13-Jul-2026 01:03:12
Total temperatures: 114

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 2.2193
Mean peaks (paper method)   : 1.2719
Mean peak delta abs |paper-res| : 0.9474
Median peak delta abs |paper-res|: 1.0000
Temps paper has more peaks      : 0
Temps equal peaks               : 25
Temps paper has fewer peaks     : 89

Mean residual-change sensitivity % (residual-selected lambda): 6.91934483E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 1.85658185E+000
Mean sensitivity delta abs % |paper-res|                    : 5.32624531E+000
Median sensitivity delta abs % |paper-res|                  : 4.76659782E+000
Temps paper lower sensitivity                             : 87
Temps equal sensitivity                                   : 12
Temps paper higher sensitivity                            : 15

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
2.260000,1.00000000E-004,1.00000000E-003,3,2,1,1.61680184E+001,1.42557583E+000,1.47424426E+001
2.270000,1.00000000E-004,1.00000000E-001,3,1,2,5.22048469E+000,4.73343985E+000,4.87044840E-001
2.290000,1.00000000E-003,1.00000000E+000,2,1,1,6.80025857E+000,9.85705554E-003,6.79040151E+000
2.310000,1.00000000E-004,1.00000000E-001,3,1,2,6.08825579E+000,2.77551051E+000,3.31274528E+000
2.320000,1.00000000E-004,1.00000000E+000,3,1,2,3.71268894E+000,2.91838102E+000,7.94307920E-001
2.350000,1.00000000E-004,1.00000000E+000,3,1,2,6.75216106E+000,7.21640061E-001,6.03052100E+000
2.390000,1.00000000E-004,1.00000000E+000,3,1,2,9.18357117E+000,1.82401747E+000,7.35955370E+000
2.430000,1.00000000E-003,1.00000000E-003,2,2,0,3.64010565E-002,3.64010565E-002,0.00000000E+000
2.490000,1.00000000E-004,1.00000000E-001,3,1,2,4.25682874E+000,2.84138751E-001,3.97268999E+000
4.630000,1.00000000E-004,1.00000000E-001,3,1,2,2.71789956E+000,4.01227055E+000,1.29437099E+000
4.650000,1.00000000E-003,1.00000000E-003,2,2,0,1.62427730E+000,1.62427730E+000,0.00000000E+000
4.670000,1.00000000E-003,1.00000000E-002,2,2,0,5.80845497E+000,3.40119897E+000,2.40725600E+000
4.680000,1.00000000E-003,1.00000000E+000,2,1,1,7.12133747E+000,8.84807986E-001,6.23652948E+000
4.690000,1.00000000E-004,1.00000000E+000,3,1,2,6.35856333E+000,2.21746918E+000,4.14109415E+000
4.700000,1.00000000E-003,1.00000000E+000,2,1,1,1.25331002E+001,2.01838696E+000,1.05147132E+001
4.710000,1.00000000E-004,1.00000000E+000,3,1,2,7.12547637E+000,5.99185493E-001,6.52629088E+000
4.720000,1.00000000E-004,1.00000000E+000,3,1,2,9.42613612E+000,2.56639213E+000,6.85974399E+000
4.730000,1.00000000E-004,1.00000000E-003,3,2,1,3.67092907E+000,2.01714033E-001,3.46921504E+000
4.740000,1.00000000E-003,1.00000000E-001,2,1,1,6.74921780E+000,4.15131407E-001,6.33408639E+000
4.750000,1.00000000E-003,1.00000000E-001,2,1,1,3.22066821E+000,4.45352793E+000,1.23285972E+000
4.760000,1.00000000E-004,1.00000000E-003,3,2,1,1.54121227E+001,1.29412937E+000,1.41179933E+001
4.790000,1.00000000E-003,1.00000000E-002,2,2,0,6.14761805E+000,3.43143942E+000,2.71617863E+000
4.830000,1.00000000E-003,1.00000000E+000,2,1,1,7.40939217E+000,7.46311454E-001,6.66308072E+000
4.880000,1.00000000E-003,1.00000000E+000,2,1,1,1.39698978E+001,2.18703990E+000,1.17828579E+001
4.900000,1.00000000E-003,1.00000000E+000,2,1,1,1.22599494E+001,2.02111398E+000,1.02388354E+001
4.930000,1.00000000E-003,1.00000000E+000,2,1,1,1.00194246E+001,5.81718952E-001,9.43770565E+000
4.990000,1.00000000E-003,1.00000000E+000,2,1,1,7.34991309E+000,2.58331527E+000,4.76659782E+000
5.070000,1.00000000E-003,1.00000000E-003,2,2,0,4.33879519E-001,4.33879519E-001,0.00000000E+000
5.110000,1.00000000E-003,1.00000000E-001,2,1,1,6.69690416E+000,6.91743793E-001,6.00516037E+000
5.140000,1.00000000E-003,1.00000000E-001,2,1,1,2.94524411E+000,4.04040340E+000,1.09515929E+000
5.160000,1.00000000E-003,1.00000000E-003,2,2,0,9.86582092E-001,9.86582092E-001,0.00000000E+000
5.190000,1.00000000E-003,1.00000000E-002,2,2,0,6.42506634E+000,3.39056952E+000,3.03449682E+000
5.240000,1.00000000E-003,1.00000000E+000,2,1,1,7.00318381E+000,9.03066523E-001,6.10011729E+000
