Paper vs minimum-residual DRT comparison
Dataset: S2422Sap.xlsx
Generated: 13-Jul-2026 01:03:12
Total temperatures: 114

Bootstrap repeats for variance metric: 1

Drop ratio for sensitivity metric: 0.15
Sensitivity repeats per lambda: 1

Aggregate comparison
Mean peaks (residual method): 2.2193
Mean peaks (paper method)   : 1.2719
Mean peak delta abs |paper-res| : 0.9474
Median peak delta abs |paper-res|: 1.0000
Temps paper has more peaks      : 0
Temps equal peaks               : 25
Temps paper has fewer peaks     : 89

Mean residual-change sensitivity % (residual-selected lambda): 6.91934483E+000
Mean residual-change sensitivity % (paper-selected lambda)   : 1.85658185E+000
Mean sensitivity delta abs % |paper-res|                    : 5.32624531E+000
Median sensitivity delta abs % |paper-res|                  : 4.76659782E+000
Temps paper lower sensitivity                             : 87
Temps equal sensitivity                                   : 12
Temps paper higher sensitivity                            : 15

Per-temperature detail
TemperatureK,ResidualLambda,PaperLambda,ResidualPeaks,PaperPeaks,PeakDeltaAbs_PaperMinusRes,ResidualSensitivity,PaperSensitivity,SensitivityDeltaAbs_PaperMinusRes
5.260000,1.00000000E-003,1.00000000E+000,2,1,1,1.40428957E+001,2.15197718E+000,1.18909185E+001
5.270000,1.00000000E-003,1.00000000E+000,2,1,1,1.26122665E+001,1.85910292E+000,1.07531636E+001
5.290000,1.00000000E-003,1.00000000E+000,2,1,1,9.80346948E+000,4.69186851E-001,9.33428263E+000
5.300000,1.00000000E-003,1.00000000E+000,2,1,1,7.11640993E+000,2.67086644E+000,4.44554349E+000
5.360000,1.00000000E-004,1.00000000E-003,3,2,1,3.80716379E+000,1.31579932E-001,3.67558386E+000
5.370000,1.00000000E-003,1.00000000E-001,2,1,1,6.81917835E+000,8.85484937E-001,5.93369341E+000
5.390000,1.00000000E-003,1.00000000E-001,2,1,1,2.89961177E+000,4.26945954E+000,1.36984777E+000
5.420000,1.00000000E-003,1.00000000E-003,2,2,0,1.52970148E+000,1.52970148E+000,0.00000000E+000
5.440000,1.00000000E-003,1.00000000E-002,2,2,0,6.42565044E+000,3.80191956E+000,2.62373088E+000
5.460000,1.00000000E-003,1.00000000E+000,2,1,1,6.96529819E+000,9.92592959E-001,5.97270523E+000
5.470000,1.00000000E-003,1.00000000E+000,2,1,1,1.39722298E+001,2.16389719E+000,1.18083326E+001
5.490000,1.00000000E-003,1.00000000E+000,2,1,1,1.25120441E+001,1.73859625E+000,1.07734479E+001
5.500000,1.00000000E-003,1.00000000E+000,2,1,1,9.74455026E+000,5.32430339E-001,9.21211992E+000
7.720000,1.00000000E-003,1.00000000E+000,2,1,1,7.62784026E+000,2.85179377E+000,4.77604649E+000
8.440000,1.00000000E-003,1.00000000E-003,2,2,0,2.41946616E-001,2.41946616E-001,0.00000000E+000
10.430000,1.00000000E-003,1.00000000E-001,2,1,1,6.75188245E+000,2.06704722E+000,4.68483523E+000
14.550000,1.00000000E-003,1.00000000E-003,2,2,0,3.39365091E+000,3.39365091E+000,0.00000000E+000
14.700000,1.00000000E-003,1.00000000E-003,2,2,0,2.01246728E+000,2.01246728E+000,0.00000000E+000
15.030000,1.00000000E-003,1.00000000E-002,2,2,0,6.49102812E+000,2.52560734E+000,3.96542078E+000
15.330000,1.00000000E-003,1.00000000E+000,2,1,1,7.43791518E+000,1.64510601E+000,5.79280917E+000
15.470000,1.00000000E-003,1.00000000E-002,2,2,0,1.45071556E+001,1.71521522E+000,1.27919404E+001
15.490000,1.00000000E-003,1.00000000E+000,2,1,1,1.27172914E+001,5.80018785E-001,1.21372726E+001
19.500000,1.00000000E-003,1.00000000E+000,2,1,1,1.00440457E+001,1.55971779E-001,9.88807392E+000
19.620000,1.00000000E-003,1.00000000E+000,2,1,1,7.49832629E+000,3.51730575E+000,3.98102054E+000
19.730000,1.00000000E-003,1.00000000E+000,2,1,1,2.82707611E-001,6.49501599E-001,3.66793988E-001
19.850000,1.00000000E-003,1.00000000E+000,2,1,1,7.23182534E+000,2.21250575E+000,5.01931959E+000
19.960000,1.00000000E-003,1.00000000E-003,2,2,0,3.25871159E+000,3.25871159E+000,0.00000000E+000
20.070000,1.00000000E-003,1.00000000E-003,2,2,0,1.83713440E+000,1.83713440E+000,0.00000000E+000
20.200000,1.00000000E-003,1.00000000E-002,2,2,0,6.28180812E+000,2.24239574E+000,4.03941238E+000
20.310000,1.00000000E-003,1.00000000E+000,2,1,1,7.24999966E+000,1.75017524E+000,5.49982442E+000
20.430000,1.00000000E-003,1.00000000E-002,2,2,0,1.44409142E+001,1.56710340E+000,1.28738108E+001
20.440000,1.00000000E-003,1.00000000E+000,2,1,1,1.28931192E+001,6.12351739E-001,1.22807675E+001
20.480000,1.00000000E-003,1.00000000E+000,2,1,1,1.02876592E+001,2.63679168E-001,1.00239800E+001
30.380000,1.00000000E-003,1.00000000E+000,2,1,1,7.60544280E+000,3.84780910E+000,3.75763370E+000
40.420000,1.00000000E-003,1.00000000E+000,2,1,1,6.32702894E-001,1.12793290E-001,5.19909604E-001
50.410000,1.00000000E-003,1.00000000E+000,2,1,1,6.77878031E+000,2.46464443E+000,4.31413588E+000
59.870000,1.00000000E-003,1.00000000E-003,2,2,0,3.36792971E+000,3.36792971E+000,0.00000000E+000
60.490000,1.00000000E-003,1.00000000E-001,2,1,1,1.44744244E+000,2.63265795E+000,1.18521551E+000
69.770000,1.00000000E-003,1.00000000E-002,2,2,0,6.59614344E+000,4.97118468E-002,6.54643159E+000
70.460000,1.00000000E-003,1.00000000E+000,2,1,1,7.29609101E+000,1.89483228E+000,5.40125873E+000
79.700000,1.00000000E-003,1.00000000E-002,2,2,0,1.52017799E+001,1.40065109E+000,1.38011288E+001
80.460000,1.00000000E-003,1.00000000E+000,2,1,1,1.29274185E+001,7.69274951E-001,1.21581435E+001
84.560000,1.00000000E-003,1.00000000E+000,2,1,1,1.06368575E+001,5.18201306E-001,1.01186562E+001
85.450000,1.00000000E-003,1.00000000E+000,2,1,1,8.17145614E+000,4.36174733E+000,3.80970881E+000
90.440000,1.00000000E-003,1.00000000E+000,2,1,1,5.28977736E-001,1.30260702E+000,7.73629284E-001
94.870000,1.00000000E-004,1.00000000E+000,3,1,2,4.17183125E+000,3.07794501E+000,1.09388624E+000
96.570000,1.00000000E-003,1.00000000E-001,2,1,1,3.57055415E+000,3.48718588E+000,8.33682700E-002
96.780000,1.00000000E-003,1.00000000E-001,2,1,1,1.44353892E+000,1.61056667E-001,1.28248225E+000
97.500000,1.00000000E-003,1.00000000E-002,2,2,0,7.23947232E+000,9.61903563E-002,7.14328196E+000
99.720000,1.00000000E-003,1.00000000E+000,2,1,1,7.67957007E+000,1.92682647E+000,5.75274360E+000
100.450000,1.00000000E-003,1.00000000E+000,2,1,1,1.55362359E+001,2.01794514E+000,1.35182908E+001
101.970000,1.00000000E-003,1.00000000E+000,2,1,1,1.29849702E+001,9.56013079E-001,1.20289571E+001
102.750000,1.00000000E-003,1.00000000E+000,2,1,1,1.02036420E+001,5.93351643E-001,9.61029036E+000
103.460000,1.00000000E-003,1.00000000E+000,2,1,1,8.26226682E+000,4.45213833E+000,3.81012849E+000
104.800000,1.00000000E-003,1.00000000E+000,2,1,1,6.71536944E-001,1.36824370E+000,6.96706756E-001
105.480000,1.00000000E-003,1.00000000E+000,2,1,1,7.00092194E+000,3.24046200E+000,3.76045994E+000
107.800000,1.00000000E-003,1.00000000E-001,2,1,1,3.26639691E+000,3.38663532E+000,1.20238410E-001
108.470000,1.00000000E-003,1.00000000E-001,2,1,1,1.40773590E+000,6.20100369E-001,7.87635531E-001
109.780000,1.00000000E-003,1.00000000E-002,2,2,0,7.25775687E+000,4.30388152E-001,6.82736872E+000
110.490000,1.00000000E-003,1.00000000E+000,2,1,1,7.60646232E+000,1.83036503E+000,5.77609729E+000
119.700000,1.00000000E-003,1.00000000E+000,2,1,1,1.53832902E+001,2.04864847E+000,1.33346417E+001
120.430000,1.00000000E-003,1.00000000E+000,2,1,1,1.32125897E+001,1.16957879E+000,1.20430109E+001
129.660000,1.00000000E-004,1.00000000E+000,3,1,2,7.59132580E+000,8.90250405E-001,6.70107540E+000
130.500000,1.00000000E-003,1.00000000E+000,2,1,1,9.36772986E+000,1.55067975E+000,7.81705011E+000
140.450000,1.00000000E-003,1.00000000E-001,2,1,1,5.05221663E-001,1.08446532E+000,5.79243657E-001
150.460000,1.00000000E-004,1.00000000E+000,3,1,2,2.73021330E+000,6.22837044E+000,3.49815714E+000
159.560000,1.00000000E-003,1.00000000E-001,2,1,1,1.78576467E+000,2.54811331E+000,7.62348640E-001
160.450000,1.00000000E-003,1.00000000E-001,2,1,1,1.57933601E+000,2.60712991E+000,1.02779390E+000
169.590000,1.00000000E-003,1.00000000E-002,2,2,0,7.59405482E+000,1.20874539E+000,6.38530943E+000
170.490000,1.00000000E-004,1.00000000E+000,3,1,2,1.18167112E+000,1.07631104E+000,1.05360080E-001
180.480000,1.00000000E-003,1.00000000E+000,2,1,1,1.57978369E+001,2.37930499E+000,1.34185319E+001
190.460000,1.00000000E-003,1.00000000E+000,2,1,1,1.30653361E+001,1.55901455E+000,1.15063216E+001
200.460000,1.00000000E-004,1.00000000E+000,3,1,2,7.82256405E+000,1.51735425E+000,6.30520980E+000
210.420000,1.00000000E-004,1.00000000E+000,3,1,2,9.05273250E+000,4.95535899E+000,4.09737351E+000
220.450000,1.00000000E-003,1.00000000E-003,2,2,0,6.90942277E-001,6.90942277E-001,0.00000000E+000
230.450000,1.00000000E-004,1.00000000E+000,3,1,2,3.91505479E+000,4.26301291E+000,3.47958120E-001
240.490000,1.00000000E-004,1.00000000E-001,4,2,2,1.94064934E+000,1.32645304E-001,1.80800404E+000
250.370000,1.00000000E-003,1.00000000E-001,2,1,1,1.54013285E+000,2.20830270E+000,6.68169850E-001
260.410000,1.00000000E-004,1.00000000E-002,3,2,1,6.51424130E+000,1.54449553E+000,4.96974577E+000
270.450000,1.00000000E-003,1.00000000E+000,2,1,1,8.10444441E+000,3.91503505E-001,7.71294091E+000
280.440000,1.00000000E-004,1.00000000E+000,3,1,2,7.56445820E+000,2.51727384E+000,5.04718436E+000
