Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
97.450000,1.00000000e-01,6.908901e+12,2.206799e+12,9.115700e+12,5.933523e+05,2
99.550000,1.99526231e-02,5.061180e+10,3.828641e+10,8.889820e+10,9.285002e+04,3
101.560000,3.98107171e-02,1.890466e+10,1.117089e+10,3.007555e+10,5.908108e+04,3
102.610000,1.25892541e-04,1.030808e+05,3.744958e+04,1.405304e+05,2.210471e+02,4
104.570000,1.00000000e-04,6.940940e+04,3.747136e+04,1.068808e+05,2.017411e+02,3
105.490000,3.98107171e-03,9.104951e+04,3.961432e+04,1.306638e+05,2.237020e+02,2
107.520000,1.25892541e-04,1.240050e+05,3.746991e+04,1.614749e+05,2.243429e+02,6
108.490000,1.58489319e-04,1.006587e+05,3.759272e+04,1.382514e+05,2.198798e+02,4
109.520000,1.99526231e-04,2.139876e+05,3.942550e+04,2.534131e+05,2.368725e+02,3
110.480000,1.58489319e-04,1.051122e+05,3.729061e+04,1.424028e+05,2.228629e+02,5
