Temperature,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
5.420000,3.98107171e-03,3.634840e+04,4.787395e+04,8.422235e+04,1.621556e+02,2
5.440000,3.98107171e-03,3.670704e+04,4.773375e+04,8.444079e+04,1.650678e+02,2
5.460000,3.98107171e-03,3.529160e+04,4.792635e+04,8.321795e+04,1.606251e+02,2
5.470000,3.98107171e-03,3.673153e+04,4.687396e+04,8.360549e+04,1.622217e+02,3
5.490000,3.98107171e-03,3.822264e+04,4.996137e+04,8.818401e+04,1.694878e+02,2
5.500000,3.98107171e-03,3.542054e+04,4.848095e+04,8.390149e+04,1.614937e+02,2
7.720000,5.01187234e-03,3.609128e+04,4.968490e+04,8.577618e+04,1.695496e+02,2
8.440000,5.01187234e-03,3.783772e+04,4.976445e+04,8.760217e+04,1.700727e+02,2
10.430000,5.01187234e-03,3.607938e+04,5.107043e+04,8.714981e+04,1.688555e+02,2
14.550000,3.98107171e-03,4.490611e+04,5.452335e+04,9.942946e+04,1.686164e+02,3
