Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
8.430000,1.00000000e-02,4.766200e+04,1.350185e+05,4.663152e+01,1.577674e-01,3
9.510000,1.00000000e-02,4.790746e+04,1.335066e+05,8.865248e+01,1.797565e-01,3
10.380000,1.00000000e-02,4.742099e+04,1.345454e+05,4.982915e+01,1.634336e-01,3
14.530000,1.00000000e-02,4.693065e+04,1.353334e+05,3.186625e+01,1.703871e-01,3
15.420000,1.00000000e-02,4.666158e+04,1.343916e+05,4.600557e+01,1.735821e-01,3
19.570000,1.00000000e-02,4.660027e+04,1.330380e+05,7.165897e+01,1.776898e-01,2
20.450000,1.00000000e-02,4.666280e+04,1.312083e+05,9.334911e+01,2.217980e-01,2
29.520000,1.00000000e-01,3.629667e+07,9.683467e+07,1.092435e+03,0.000000e+00,1
30.450000,1.00000000e-02,1.511365e+09,5.989429e+09,9.423018e+06,3.850904e-01,1
39.530000,1.00000000e-02,6.499958e+10,6.149045e+10,5.672282e+07,2.891155e-01,2
