Bayes-DRT MATLAB 2011 workflow (Re/Im CV) ??? merged all temperatures
Dataset: S2302Sap.xlsx
Generated: 13-Jul-2026 08:07:20
Total temperatures: 86

Aggregate summary
Mean selected lambda: 2.54043263E-002
Mean real-part CV: 1.30533796E+011
Mean imag-part CV: 8.86822731E+010
Mean total CV: 2.19216069E+011
Mean absolute residual: 2.86220774E+004
Mean peak count: 2.5116
Max peak count: 5

Per-temperature detail
TemperatureK,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
1.470000,3.16227766E-006,6.23229122E+003,3.87179464E+004,4.49502376E+004,6.47481325E+001,3
1.490000,3.16227766E-007,6.64799480E+003,3.66372402E+004,4.32852350E+004,6.52309003E+001,4
1.560000,1.00000000E-004,6.45722427E+003,3.73737663E+004,4.38309905E+004,6.37243424E+001,3
1.570000,1.00000000E-004,6.42779350E+003,3.73870973E+004,4.38148908E+004,6.36663095E+001,3
1.580000,1.00000000E-004,6.48057911E+003,3.73185675E+004,4.37991466E+004,6.37506086E+001,3
1.590000,1.00000000E-004,6.38693912E+003,3.70364491E+004,4.34233883E+004,6.35909841E+001,3
1.620000,3.16227766E-008,9.40140419E+004,4.91795354E+004,1.43193577E+005,1.36784586E+002,5
1.850000,1.00000000E-004,7.60426283E+003,3.73078482E+004,4.49121110E+004,6.60449025E+001,3
2.470000,1.00000000E-004,6.83772340E+003,3.69849360E+004,4.38226594E+004,6.54754661E+001,3
4.520000,3.16227766E-005,6.96483785E+003,3.67972098E+004,4.37620476E+004,6.57702123E+001,3
7.570000,1.00000000E-004,6.34565599E+003,3.58873116E+004,4.22329676E+004,6.30053555E+001,3
8.430000,3.16227766E-005,6.33475426E+003,3.57279594E+004,4.20627137E+004,6.27253381E+001,3
9.510000,3.16227766E-005,6.13049443E+003,3.50615953E+004,4.11920897E+004,6.20841122E+001,3
10.380000,1.00000000E-006,6.14790428E+003,3.47984495E+004,4.09463538E+004,6.21169025E+001,3
14.530000,1.00000000E-005,6.14719550E+003,3.43992593E+004,4.05464548E+004,6.15201845E+001,3
15.420000,1.00000000E-005,6.03498451E+003,3.43889125E+004,4.04238970E+004,6.14022839E+001,3
19.570000,1.00000000E-008,5.98659006E+003,3.44966586E+004,4.04832487E+004,6.10779539E+001,3
20.450000,1.00000000E-005,5.87373379E+003,3.45523443E+004,4.04260781E+004,6.08618467E+001,3
29.520000,3.16227766E-001,5.80109321E+007,2.20549012E+007,8.00658333E+007,4.32477851E+003,1
30.450000,1.00000000E-004,1.93516481E+009,3.74411597E+009,5.67928078E+009,2.69317900E+004,1
39.530000,3.16227766E-004,2.08675728E+010,3.99926932E+010,6.08602660E+010,7.99533161E+004,2
40.450000,1.00000000E-001,2.86553291E+010,1.84960246E+010,4.71513537E+010,7.40217629E+004,1
49.510000,1.00000000E-004,6.73483035E+003,3.76617622E+004,4.43965925E+004,6.34274287E+001,3
59.530000,3.16227766E-004,5.28428601E+003,3.86605243E+004,4.39448103E+004,7.04404385E+001,2
60.470000,3.16227766E-004,7.54662190E+003,3.88047214E+004,4.63513433E+004,7.57663515E+001,4
69.540000,3.16227766E-003,8.45201693E+011,5.24170857E+011,1.36937255E+012,2.65924722E+005,1
79.520000,3.16227766E-004,6.40467291E+003,3.76889725E+004,4.40936454E+004,6.29971521E+001,3
84.520000,3.16227766E-003,1.06233565E+011,5.29370390E+010,1.59170604E+011,9.88389143E+004,2
89.580000,1.00000000E-002,7.40997040E+010,1.24826581E+011,1.98926285E+011,1.31210833E+005,2
94.590000,3.16227766E-002,6.96260217E+010,5.43739380E+011,6.13365402E+011,2.06315865E+005,1
96.510000,1.00000000E+000,2.95843264E+012,4.41477521E+012,7.37320785E+012,6.57102384E+005,1
97.450000,3.16227766E-001,7.01893145E+012,1.83642370E+012,8.85535515E+012,6.24162382E+005,1
99.550000,1.00000000E-002,4.87772410E+010,3.86644681E+010,8.74417091E+010,9.28778371E+004,2
101.560000,3.16227766E-002,1.74655107E+010,1.15661952E+010,2.90317059E+010,5.91034632E+004,1
102.610000,1.00000000E-003,6.86531288E+003,3.73368572E+004,4.42021701E+004,6.29963834E+001,2
104.570000,3.16227766E-005,5.19492343E+003,3.74773363E+004,4.26722597E+004,6.70933419E+001,3
105.490000,1.00000000E-003,8.73553177E+003,3.96153640E+004,4.83508958E+004,8.17617470E+001,2
107.520000,1.00000000E-003,9.15176962E+003,3.73146696E+004,4.64664392E+004,6.95578473E+001,2
108.490000,1.00000000E-003,6.66759789E+003,3.74696550E+004,4.41372529E+004,6.24670599E+001,2
109.520000,1.00000000E-003,2.55104619E+004,3.93061209E+004,6.48165828E+004,1.06928197E+002,2
110.480000,1.00000000E-003,6.92531541E+003,3.71297214E+004,4.40550368E+004,6.32848366E+001,2
119.550000,3.16227766E-004,1.38752691E+004,3.85222461E+004,5.23975152E+004,7.82058197E+001,3
120.480000,1.00000000E-003,1.22987613E+004,3.78292072E+004,5.01279685E+004,7.46999924E+001,2
129.540000,1.00000000E-008,2.93679062E+010,1.19846776E+010,4.13525838E+010,7.71516316E+004,2
139.560000,1.00000000E-004,4.68899629E+003,3.88267784E+004,4.35157747E+004,7.37841760E+001,2
149.550000,3.16227766E-003,1.65282239E+004,3.89286223E+004,5.54568461E+004,8.42797513E+001,2
159.520000,3.16227766E-004,5.99752506E+003,3.74007590E+004,4.33982841E+004,6.34118128E+001,3
169.550000,3.16227766E-001,5.72994471E+009,4.93712012E+009,1.06670648E+010,4.69471909E+004,1
170.200000,1.00000000E-004,9.07989227E+003,4.05036495E+004,4.95835418E+004,7.50311598E+001,2
170.400000,1.00000000E-008,3.70044110E+003,3.99472269E+004,4.36476680E+004,7.10021950E+001,3
179.560000,1.00000000E-006,8.72477745E+003,4.11494009E+004,4.98741784E+004,1.05711018E+002,3
180.100000,1.00000000E-008,3.20970205E+004,4.61908079E+004,7.82878284E+004,1.42563198E+002,2
180.260000,1.00000000E-005,7.77857076E+005,1.33634581E+005,9.11491657E+005,4.57465374E+002,2
189.530000,3.16227766E-003,5.23339217E+008,3.92563150E+008,9.15902367E+008,1.12979897E+004,1
189.660000,3.16227766E-005,6.12535196E+003,3.93379093E+004,4.54632613E+004,6.36992083E+001,3
190.370000,1.00000000E-005,6.09806042E+003,3.93299583E+004,4.54280188E+004,6.34512307E+001,3
199.530000,3.16227766E-005,5.85186586E+003,3.90785634E+004,4.49304292E+004,6.29938343E+001,3
199.830000,3.16227766E-005,6.00315099E+003,3.88969842E+004,4.49001351E+004,6.31812164E+001,3
200.160000,3.16227766E-005,1.02734258E+004,3.92288663E+004,4.95022921E+004,7.15569387E+001,3
200.360000,1.00000000E-005,6.04508428E+003,3.94307675E+004,4.54758518E+004,6.35782829E+001,3
207.770000,3.16227766E-005,5.89244016E+003,3.90375083E+004,4.49299484E+004,6.31920716E+001,3
209.530000,1.00000000E-004,5.50512774E+003,3.90315509E+004,4.45366786E+004,6.37334895E+001,3
210.220000,3.16227766E-005,5.84669064E+003,3.88648654E+004,4.47115561E+004,6.29548761E+001,3
210.460000,3.16227766E-006,5.96428070E+003,3.92778489E+004,4.52421296E+004,6.34330494E+001,3
219.530000,1.00000000E-004,4.96697598E+003,3.91255664E+004,4.40925424E+004,7.00260533E+001,3
