Bayes-DRT MATLAB 2011 workflow (Re/Im CV) ??? merged all temperatures
Dataset: S2022Al.xlsx
Generated: 13-Jul-2026 07:44:38
Total temperatures: 77

Aggregate summary
Mean selected lambda: 9.81045276E-002
Mean real-part CV: 1.01741829E+011
Mean imag-part CV: 8.80589094E+010
Mean total CV: 1.89800739E+011
Mean absolute residual: 2.97400637E+004
Mean peak count: 2.8831
Max peak count: 6

Per-temperature detail
TemperatureK,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
94.500000,1.00000000E-007,5.86904806E+003,8.15981439E+003,1.40288625E+004,6.21576762E+001,5
95.400000,3.16227766E-006,6.85776177E+003,8.23756623E+003,1.50953280E+004,6.20415613E+001,4
96.500000,3.16227766E-006,6.14825628E+003,8.41124935E+003,1.45595056E+004,6.36284440E+001,5
97.400000,1.00000000E-004,4.30383753E+003,8.78499733E+003,1.30888349E+004,5.92755278E+001,2
99.500000,1.00000000E-004,4.14130687E+003,8.00016258E+003,1.21414694E+004,5.95191470E+001,2
100.400000,3.16227766E-004,3.95751497E+003,9.55380132E+003,1.35113163E+004,6.27608715E+001,2
101.500000,3.16227766E-008,4.04035877E+003,7.89294630E+003,1.19333051E+004,5.98024031E+001,6
102.400000,1.00000000E-004,3.14970340E+003,8.29438410E+003,1.14440875E+004,5.78460860E+001,3
103.300000,3.16227766E-008,4.35849991E+003,7.26058017E+003,1.16190801E+004,5.80508258E+001,5
104.500000,1.00000000E-005,5.47058107E+003,7.69456354E+003,1.31651446E+004,6.16155131E+001,4
105.300000,3.16227766E-007,3.70851435E+003,7.40059077E+003,1.11091051E+004,5.94803485E+001,5
107.500000,3.16227766E-004,4.20372598E+003,7.41602301E+003,1.16197490E+004,6.05232480E+001,2
108.400000,3.16227766E-004,4.33099346E+003,7.03014343E+003,1.13611369E+004,5.83270298E+001,2
109.500000,1.00000000E-008,4.08257276E+003,7.28677751E+003,1.13693503E+004,5.62047228E+001,6
110.400000,1.00000000E-005,4.49272982E+003,7.33487658E+003,1.18276064E+004,5.88061120E+001,2
119.500000,1.00000000E-008,3.89075710E+003,6.82012401E+003,1.07108811E+004,5.44157783E+001,6
120.400000,1.00000000E-007,2.78962283E+003,6.42081864E+003,9.21044147E+003,5.39825311E+001,5
129.600000,1.00000000E-008,2.24520348E+003,5.97665316E+003,8.22185663E+003,5.19322304E+001,6
139.600000,3.16227766E-001,7.07984045E+010,3.68340980E+010,1.07632502E+011,1.12826732E+005,1
149.500000,1.00000000E-008,1.05705868E+012,2.00619826E+012,3.06325694E+012,3.98562224E+005,2
150.500000,1.00000000E-001,4.81349702E+011,1.34916076E+012,1.83051046E+012,3.37127631E+005,1
159.500000,3.16227766E-005,3.48883317E+004,9.75342816E+003,4.46417598E+004,1.20423607E+002,3
169.500000,1.00000000E-001,1.66745191E+012,4.38445052E+011,2.10589697E+012,4.15092048E+005,1
179.600000,3.16227766E-001,5.48706678E+005,3.23476640E+005,8.72183317E+005,4.48637706E+002,1
180.200000,3.16227766E+000,1.86748124E+008,2.33890071E+008,4.20638195E+008,1.18439187E+004,2
189.600000,1.00000000E+000,1.14981563E+007,5.80183032E+006,1.72999866E+007,2.03787627E+003,2
190.200000,1.00000000E+000,1.28729309E+007,9.04697962E+006,2.19199105E+007,2.90053663E+003,1
199.500000,1.00000000E-004,3.50964307E+003,4.76542474E+003,8.27506782E+003,4.88565936E+001,2
200.000000,3.16227766E-006,1.78925505E+006,2.47436833E+005,2.03669188E+006,6.59303367E+002,4
209.500000,3.16227766E-003,6.72713447E+003,1.10146521E+004,1.77417866E+004,7.11717388E+001,2
210.200000,3.16227766E-004,2.08136462E+008,8.32155556E+007,2.91352018E+008,8.54179198E+003,3
219.600000,1.00000000E-002,5.89954056E+008,2.00732866E+007,6.10027343E+008,1.09813234E+004,1
220.200000,1.00000000E+000,1.02137421E+009,1.68491862E+008,1.18986607E+009,1.37847951E+004,3
229.500000,3.16227766E-001,8.85537850E+006,4.11763578E+006,1.29730143E+007,1.10212429E+003,2
229.600000,1.00000000E-002,1.27122795E+004,2.46441048E+004,3.73563844E+004,9.49351389E+001,2
230.500000,3.16227766E-004,2.02518117E+004,6.27258850E+003,2.65244002E+004,7.41872613E+001,2
239.500000,1.00000000E-003,3.06439067E+003,6.26054905E+003,9.32493972E+003,5.97919039E+001,2
239.900000,3.16227766E-005,8.26862984E+003,6.33040713E+003,1.45990370E+004,5.95260231E+001,2
249.500000,1.00000000E-004,1.87618151E+005,3.03447587E+004,2.17962910E+005,1.95538181E+002,2
250.200000,3.16227766E-005,1.41387418E+005,3.52799939E+004,1.76667412E+005,1.37431141E+002,5
259.600000,3.16227766E-004,5.91713193E+004,1.81573165E+004,7.73286358E+004,1.06444110E+002,3
269.500000,3.16227766E-005,1.19798241E+003,4.12373885E+003,5.32172126E+003,3.66097644E+001,3
269.800000,3.16227766E-005,1.50774333E+003,4.00372469E+003,5.51146802E+003,3.75431059E+001,3
269.900000,3.16227766E-005,1.75638044E+003,3.85503245E+003,5.61141289E+003,3.59221194E+001,2
279.500000,1.00000000E-005,1.11942802E+003,4.00151303E+003,5.12094105E+003,3.58026913E+001,4
280.100000,1.00000000E-006,2.36503718E+003,7.60175391E+003,9.96679110E+003,4.25696303E+001,6
