Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
60.490000,1.00000000e-02,4.097239e+04,1.002951e+05,2.091920e+02,3.815657e-02,2
69.770000,1.00000000e-02,4.388018e+04,1.017049e+05,2.249359e+02,4.389667e-02,2
70.460000,1.00000000e-02,4.664973e+04,1.039911e+05,3.972919e+02,5.410665e-02,2
79.700000,1.00000000e-02,4.540317e+04,1.026077e+05,9.823197e+01,3.903808e-02,2
80.460000,1.00000000e-02,4.524529e+04,1.066838e+05,4.106704e+02,6.024091e-02,3
84.560000,1.00000000e-02,4.819442e+04,1.020997e+05,2.628183e+02,5.130027e-02,2
85.450000,1.00000000e-02,4.528602e+04,1.052182e+05,4.710749e+02,9.330047e-02,3
90.440000,1.00000000e-02,4.554537e+04,1.090041e+05,8.701427e+02,8.310888e-02,2
94.870000,1.00000000e-02,4.763416e+04,1.012740e+05,4.734589e+02,1.220190e-01,2
96.570000,1.00000000e-02,4.619319e+04,1.103689e+05,1.901046e+02,4.518146e-02,2
