Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
230.000000,1.00000000e-02,2.497637e+05,5.659147e+05,8.745076e+04,8.087451e-02,3
230.000000,1.00000000e-02,2.497637e+05,5.659147e+05,2.126771e+05,8.358652e-02,3
240.000000,1.00000000e-02,8.127186e+04,4.878959e+05,1.108660e+05,7.513636e-02,2
240.000000,1.00000000e-02,8.127186e+04,4.878959e+05,7.654492e+04,7.188724e-02,2
249.900000,1.00000000e-02,1.974540e+04,3.914697e+05,1.084275e+05,6.650210e-02,2
249.900000,1.00000000e-02,1.974540e+04,3.914697e+05,2.630346e+05,1.417379e-01,2
250.000000,1.00000000e-02,3.189620e+05,8.238075e+05,6.932988e+04,6.724826e-02,3
250.000000,1.00000000e-02,3.189620e+05,8.238075e+05,1.405917e+05,8.118154e-02,3
259.900000,1.00000000e-02,2.403844e+05,6.114776e+05,6.474587e+04,4.587655e-02,2
259.900000,1.00000000e-02,2.403844e+05,6.114776e+05,8.583676e+04,6.253712e-02,2
