Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
119.760000,1.00000000e-03,1.007243e+05,1.173854e+05,2.231639e+05,1.905106e-01,3
119.760000,1.00000000e-03,1.007243e+05,1.173854e+05,6.329508e+04,5.956891e-02,3
120.490000,1.00000000e-03,2.501259e+05,1.015200e+05,1.153140e+05,6.847335e-02,4
120.490000,1.00000000e-03,2.501259e+05,1.015200e+05,4.300716e+05,1.848008e-01,4
129.650000,1.00000000e-02,1.437419e+06,2.257614e+06,1.686602e+04,1.983062e-01,1
126.650000,1.00000000e-02,1.437419e+06,2.257614e+06,1.216540e+04,1.928153e-01,1
130.450000,1.00000000e-03,2.902781e+08,9.402060e+07,2.656126e+04,6.230505e-01,1
130.450000,1.00000000e-01,1.940855e+07,9.535904e+07,3.692535e+03,7.340412e-01,1
139.620000,1.00000000e-02,4.512888e+04,9.084099e+04,1.536917e+04,1.104942e-01,3
136.620000,1.00000000e-02,4.512888e+04,9.084099e+04,1.205571e+04,9.639313e-02,3
