Bayes-DRT MATLAB 2011 workflow (Re/Im CV) ??? merged all temperatures
Dataset: S2022Sap.xlsx
Generated: 13-Jul-2026 07:38:12
Total temperatures: 69

Aggregate summary
Mean selected lambda: 3.10226173E-003
Mean real-part CV: 2.33623066E+004
Mean imag-part CV: 5.96514970E+004
Mean total CV: 8.30138036E+004
Mean absolute residual: 9.62786964E+001
Mean peak count: 2.3333
Max peak count: 7

Per-temperature detail
TemperatureK,SelectedLambda,RealCV,ImagCV,TotalCV,MeanAbsResidual,PeakCount
119.570000,3.16227766E-003,3.64944545E+003,4.55828013E+004,4.92322467E+004,8.04118806E+001,2
120.450000,3.16227766E-003,3.77648828E+003,4.50329545E+004,4.88094428E+004,7.81301222E+001,2
129.520000,3.16227766E-003,4.64934912E+003,4.55748000E+004,5.02241492E+004,7.82464278E+001,2
139.540000,3.16227766E-003,3.37103667E+004,4.92406311E+004,8.29509978E+004,1.10680162E+002,3
140.460000,3.16227766E-003,4.60419719E+003,4.54011384E+004,5.00053356E+004,7.49309851E+001,2
149.570000,3.16227766E-003,5.13343090E+003,4.54705678E+004,5.06039987E+004,7.65002791E+001,2
159.500000,3.16227766E-003,4.66899829E+003,4.54976856E+004,5.01666839E+004,7.37819796E+001,3
160.360000,3.16227766E-003,4.44174469E+003,4.53501961E+004,4.97919408E+004,7.37001671E+001,2
169.550000,3.16227766E-003,6.82075971E+003,4.71113442E+004,5.39321039E+004,8.32924913E+001,3
170.400000,3.16227766E-003,6.74826272E+003,4.62754822E+004,5.30237449E+004,7.83178564E+001,2
179.500000,3.16227766E-003,4.70340670E+003,4.54789880E+004,5.01823947E+004,7.36878103E+001,2
180.090000,3.16227766E-003,7.29578308E+003,4.63049008E+004,5.36006839E+004,8.86381554E+001,2
189.580000,1.00000000E-003,4.77517751E+004,5.33102440E+004,1.01062019E+005,1.80350663E+002,2
190.440000,3.16227766E-003,7.91219675E+004,5.71386567E+004,1.36260624E+005,1.83446939E+002,3
199.600000,3.16227766E-003,1.22709566E+004,4.82905225E+004,6.05614791E+004,1.08250470E+002,3
200.360000,3.16227766E-003,7.13165876E+003,4.65452948E+004,5.36769536E+004,9.72380870E+001,2
209.570000,3.16227766E-003,2.15799907E+004,4.88946799E+004,7.04746706E+004,1.29806737E+002,2
210.110000,3.16227766E-003,1.05462263E+004,4.57894420E+004,5.63356682E+004,1.14466403E+002,2
219.710000,3.16227766E-003,5.69344256E+003,4.49260928E+004,5.06195354E+004,7.17255730E+001,3
229.520000,1.00000000E-002,4.66793027E+003,4.50027873E+004,4.96707176E+004,7.74496609E+001,2
230.160000,3.16227766E-003,5.47348462E+003,4.48137368E+004,5.02872214E+004,7.17702137E+001,2
236.530000,3.16227766E-003,5.64452756E+003,4.47232964E+004,5.03678240E+004,7.09273231E+001,2
239.940000,3.16227766E-003,5.15917303E+003,4.46835577E+004,4.98427307E+004,7.01536869E+001,2
249.610000,3.16227766E-003,5.32152039E+003,4.46572445E+004,4.99787649E+004,7.10648885E+001,2
250.310000,3.16227766E-003,5.56685041E+003,4.47447906E+004,5.03116410E+004,7.06337983E+001,2
259.520000,3.16227766E-003,5.44953655E+003,4.43611374E+004,4.98106739E+004,6.96307672E+001,3
260.270000,3.16227766E-003,5.56628496E+003,4.43387402E+004,4.99050252E+004,6.97379889E+001,3
269.640000,3.16227766E-003,5.75011346E+003,4.42597437E+004,5.00098572E+004,6.94505853E+001,3
270.270000,3.16227766E-003,5.86043250E+003,4.43281582E+004,5.01885907E+004,6.95321147E+001,2
279.610000,3.16227766E-003,5.83857325E+003,4.42702217E+004,5.01087949E+004,6.92925499E+001,3
280.340000,3.16227766E-003,5.85546097E+003,4.43161386E+004,5.01715995E+004,6.90918706E+001,3
280.490000,3.16227766E-003,5.81915198E+003,4.40432751E+004,4.98624271E+004,6.88102302E+001,3
284.420000,3.16227766E-003,5.93694179E+003,4.41090650E+004,5.00460067E+004,6.88192215E+001,3
