Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
101.970000,1.00000000e-02,5.407707e+05,7.409961e+05,4.732414e+04,1.092991e-01,2
101.970000,1.00000000e-02,5.407707e+05,7.409961e+05,6.261707e+04,1.410837e-01,2
102.700000,1.00000000e-02,1.924730e+06,4.102894e+06,7.130953e+04,3.713078e-02,3
102.700000,1.00000000e-02,1.924730e+06,4.102894e+06,3.736037e+04,2.603152e-02,3
103.490000,1.00000000e-02,9.863241e+04,5.128753e+05,2.582769e+04,9.258120e-02,2
103.490000,1.00000000e-02,9.863241e+04,5.128753e+05,9.904557e+03,7.938227e-02,2
104.800000,1.00000000e-03,2.807029e+04,1.204998e+05,2.164150e+05,8.951195e-02,4
104.800000,1.00000000e-03,2.807029e+04,1.204998e+05,3.985629e+05,1.442096e-01,4
105.500000,1.00000000e-03,4.495534e+04,1.078608e+05,1.360545e+05,7.374539e-02,3
105.500000,1.00000000e-03,4.495534e+04,1.078608e+05,2.254928e+05,1.567972e-01,3
