Temperature,SelectedLambda,RID,CV,Variance,Score,PeakCount
159.530000,1.00000000e-01,4.949538e+11,3.056471e+12,8.404144e+07,9.988904e-03,1
169.570000,1.00000000e-01,2.220890e+10,8.148446e+10,8.110439e+06,0.000000e+00,2
179.560000,1.00000000e-02,7.685922e+08,2.358735e+09,7.106535e+06,2.657260e-01,2
189.570000,1.00000000e-01,2.354735e+07,6.916662e+07,4.492458e+04,0.000000e+00,1
199.530000,1.00000000e-02,5.947115e+07,3.092566e+07,1.672273e+05,6.762135e-02,2
200.460000,1.00000000e-02,5.821595e+06,1.344288e+07,3.076882e+04,6.728071e-02,2
209.540000,1.00000000e-02,5.124729e+09,6.960416e+09,1.480454e+06,2.045512e-01,4
210.480000,1.00000000e-01,1.192893e+08,5.523285e+08,3.121491e+03,0.000000e+00,1
219.530000,1.00000000e-01,6.923672e+06,1.609213e+07,6.325264e+03,0.000000e+00,1
229.550000,1.00000000e-02,1.051521e+04,2.030890e+05,4.651751e+04,8.434904e-02,2
